key,en,cn,jp,ko,zh,情緒,vi
SCENE_KONIAL_AHEN_FELLATIO_5,Mmm...,啾……,ちゅっ…,쪼옥..,啾……,フェラキス,Chụt...
SCENE_KONIAL_ONAHLE_AFTER_03,Don't tell me you've already had your fill...,你该不会说这点程度就满足了吧……？,この程度で満足したなんて、言うんじゃないだろうな…？,이 정도로 만족하는 거 아니지?,你該不會說這點程度就滿足了吧……？,からかう,Ngươi đừng bảo là mới cỡ này đã thỏa mãn rồi đấy nhé...?
SCENE_PAZUZU_AHEN_FELLATIO_4,Gulp...,吞……,ごくん…,꿀꺽..,吞……,フェラ,Nuốt...
SCENE_MAI_DOGGY_BUNNY_PLAYING_03,Isn't it... bigger than usual...? Ahuh...!,是不是……比平常还大……？啊呼……！,いつもより…大きくなってんじゃん…？あふっ…！,평소보다 더 커졌잖아..? 아흣!,是不是……比平常還大……？啊呼……！,照れてる,Có vẻ nó... to hơn bình thường thì phải...? Á...!
SCENE_KONIAL_AHEN_FELLATIO_3,Uph...!,唔噗……！,ぅぷっ…！,우웁..!,唔噗……！,フェラ,Ực...!
SCENE_MAI_DOGGY_BUNNY_PLAYING_02,Hah! My womb... deep in my womb... hit it! More...!,哈呜！子宫……子宫深处……顶进来……！好多……！,はうっ！ 子宮…子宮の奥…突いてぇ…！いっぱいぃ…！,하읏! 자궁.. 자궁 찔러서..! 잔뜩..!,哈嗚！子宮……子宮深處……頂進來……！好多……！,びっくり,Ưm! Đâm vào... đâm sâu tận tử cung của tớ đi...! Thật nhiều vào...!
SCENE_KONIAL_ONAHLE_AFTER_01,"Kihihi... it's brimming with semen, spilling right over.",嘻嘻嘻……里面被精液填满，都溢出来了。,きひひっ……ザーメンでいっぱいになったな。溢れてくるぞ。,키히히.. 정액으로 가득해서 넘쳐버렸네.,嘻嘻嘻……裡面被精液填滿，都溢出來了。,どや顔,Kê hê hê... Bắt đầu tràn ngập tinh dịch rồi đấy. Tràn hết ra ngoài kìa.
SCENE_KONIAL_AHEN_FELLATIO_2,Mgh... kiss...,嗯咕……啾……,むぐ…ちゅっ…,우물.. 츄..,嗯咕……啾……,フェラ,Ưm... chụt...
SCENE_MAI_COWGIRL_SWIMSUIT_AFTER_03,"Don't you get tired...? Aha... seriously, you're amazing...",你都不会累吗……？啊哈……真的超厉害耶……,疲れたりしないの…？あは…っ…ほんとスゴいんだけど…,지치지도 않는 거야..? 정말 대단하네..,你都不會累嗎……？啊哈……真的超厲害耶……,余韻+笑顔,Cậu không biết mệt là gì hả...? A ha... thực sự quá đỉnh luôn ấy...
SCENE_REINA_AHEN_FELLATIO_5,Slurp...,啾噜……,ちゅる…,츄릅..,啾嚕……,フェラ,Liếm...
SCENE_MAI_COWGIRL_SWIMSUIT_AFTER_02,Seriously... when did you get this good...?,不是吧……你什么时候变得这么会做了……？,マジで…いつの間にこんな上手くなったわけ…？,정말.. 어느 새 이렇게 잘 하게 된 거야..,不是吧……你什麼時候變得這麼會做了……？,余韻,Nói thật đấy... cậu học lỏm ở đâu mà làm điêu luyện thế từ lúc nào vậy...?
SCENE_MAI_COWGIRL_SWIMSUIT_AFTER_01,"Hah... hah... you came even more than usual, didn't you...?",哈啊……哈啊……你射得比平常还多吧……？,はぁ…はぁ…いつもより、いっぱい出したじゃん…？,하아.. 하아.. 평소보다 많이 쌌잖아..,哈啊……哈啊……你射得比平常還多吧……？,余韻,Hà... hà... cậu bắn ra nhiều hơn mọi khi đấy chứ nhỉ...?
SCENE_MAI_COWGIRL_SWIMSUIT_READY_02,Don't tease me... I'm already this wet...,不要吊我胃口啦……我都湿成这样了……,焦らさないでよぉ…あたし、こんなに濡れてんのに……,애태우지 말고.. 응? 난 이렇게 젖어 있다고..,不要吊我胃口啦……我都濕成這樣了……,期待 / 予感,Đừng trêu tớ nữa mà... tớ đã ướt sũng thế này rồi......
SCENE_MAI_COWGIRL_SWIMSUIT_READY_03,Put that hard cock of yours... all the way in at once...,把你那根……硬梆梆的肉棒……一口气放进来……,あんたの…硬いちんぽ…一気に入れて…,네 단단한 자지.. 단숨에 넣어 줘..,把你那根……硬梆梆的肉棒……一口氣放進來……,照れてる,Hãy đút... con cặc cứng ngắc của cậu... vào hết một lượt đi...
SCENE_MAI_COWGIRL_SWIMSUIT_READY_01,Your cock's been pressing against my ass this whole time...,你的鸡鸡一直顶着我的屁股耶……,あんたのちんぽ、お尻にずっと当たってるし……,"네 자지, 엉덩이에 계속 닿고 있어..",你的雞雞一直頂著我的屁股耶……,照れてる,Con cặc của cậu cứ cạ vào mông tớ suốt nãy giờ kìa......
SCENE_MAI_COWGIRL_SWIMSUIT_CUM_02,Naaah...! Your semen... I'll take every last drop...!,嗯啊啊……！你的精液……我全部都收下……！,んあぁっ…！あんたの精液…全部…もらってあげるぅ…っ！,으응! 네 정액.. 전부.. 받아줄게..!,嗯啊啊……！你的精液……我全部都收下……！,絶頂,Á...! Tinh dịch của cậu... tớ sẽ... nhận hết toàn bộ...!
SCENE_MAI_DOGGY_BUNNY_AFTER_01,Hah... hah... your semen... is dripping out...,哈啊……哈啊……你的精液……流出来了……,はぁ…はぁ…あんたの精液が…垂れてくる…,하아.. 하아.. 네 정액이.. 흘러내려..,哈啊……哈啊……你的精液……流出來了……,余韻,Hà... hà... tinh dịch của cậu... đang chảy ròng ròng ra ngoài rồi...
SCENE_MAI_COWGIRL_SWIMSUIT_CUM_01,As many times as you want...! Empty your balls completely...!,射几次都可以啦……！把你的蛋蛋射到空为止……！,何回でもいーからさ……！キンタマ…空っぽになるまで出しちゃってよ…！,몇 번이고 좋으니까..! 불알 텅 빌 때 까지 싸 줘!,射幾次都可以啦……！把你的蛋蛋射到空為止……！,絶頂,Bao nhiêu lần cũng được tất......! Cứ bắn cho tới khi hai hòn dái sạch trơn luôn đi...!
SCENE_MAI_DOGGY_BUNNY_AFTER_03,...That felt good... Think I can make your cock hard again...?,……好舒服……我能不能让你的鸡鸡……再硬起来呢……？,…気持ちよかった…またちんぽ、カチカチにできるかなぁ…？,..기분 좋아.. 또 자지 단단하게 할 수 있을까..?,……好舒服……我能不能讓你的雞雞……再硬起來呢……？,余韻,...Sướng quá đi... Không biết tớ có làm nó cứng ngắc lại lần nữa được không ta...?
SCENE_MAI_DOGGY_BUNNY_AFTER_02,Hehe... so? How was it? ...Do you like this outfit?,嘿嘿……怎样？这套衣服……喜欢吗？,へへっ……どうだった？…この衣装……気に入った？,헤헤.. 어땠어? 이 의상.. 마음에 들었어?,嘿嘿……怎樣？這套衣服……喜歡嗎？,余韻,Hê hê...... sao nào? Bộ trang phục này...... cậu có thích không?
SCENE_REINA_COWGIRL_PLAYING_01,Auh...! Ugh! ...Nn...,啊呜……！呜呃！ ……嗯……,あぅっ…！うぐっ！…んぅ…,아읏..! 으긋! ..응..,啊嗚……！嗚呃！……嗯……,(子犬のように)驚き,Á...! Ư...! Ưm...
SCENE_REINA_COWGIRL_CUM_01,Ah...! Auh...!,啊……！啊呜……！,あ…！あうっ…！,아..! 아읏!!,啊……！啊嗚……！,絶頂,A...! Á...!
SCENE_REINA_COWGIRL_PLAYING_03,Nnuh...! ...Ahn...!,嗯呜……！ ……啊嗯……！,んうっ…！…あんっ…！,으흣..! 큿..!,嗯嗚……！……啊嗯……！,(子犬のように)驚き,Ưm...! A...!
SCENE_REINA_COWGIRL_CUM_02,Nn...! Hoo... ngh...!,嗯……！呼……嗯……！,んぅ…！ふぅ…っ…！,으응..! 흣..!,嗯……！呼……嗯……！,絶頂,Ưm...! Phù...!
SCENE_REINA_COWGIRL_PLAYING_02,...Hah... hoo... ah...,……哈啊……呼……啊……,っ…はぁっ…くぅん…あっ…,읏.. 하앗.. 끄응.. 앗..,……哈啊……呼……啊……,(子犬のように),Ư... hà... ưm... á...
SCENE_REINA_COWGIRL_PLAYING_04,Nn... hah... haaah... uuh...!,嗯……哈啊……哈啊啊……呜呜……！,んぅ…はぁっ…はぁあ…うぅっ！,응.. 헤엑.. 하아아.. 으읏!,嗯……哈啊……哈啊啊……嗚嗚……！,(子犬のように),Ưm... hà... hà... ư...!
SCENE_BUTLER_HJ_FELLATIO_CUM_01,Ah...! A-are you going to ejaculate? ...Y-yes!,啊……！您、您要射精了吗？ ……是、是的！,あっ…！しゃ、射精なさるのですか？…は…はいっ！,아..! 사.. 사정 하시려는 겁니까? 네.. 네엣!,啊……！您、您要射精了嗎？……是、是的！,びっくり+絶頂,A...! N-ngài sắp xuất tinh sao ạ? ...V-vâng!
SCENE_BUTLER_HJ_FELLATIO_CUM_02,Yes! I-I shall take... all of it...!,是！全、全部……我都会收下的……！,はい！ぜ、全部…いただきますからっ…！,네! 저.. 전부 받아드릴 테니까..!,是！全、全部……我都會收下的……！,びっくり+絶頂,Vâng! Em... em sẽ nhận lấy... hết toàn bộ ạ...!
SCENE_REINA_DOGGY_PLAYING_04,...Nn... uuh! Hah... hah...,……嗯……呜呜！哈啊……哈啊……,…んぅ…ううっ！はぁ…はぅっ！,..으응.. 으읏! 하아.. 하읏!,……嗯……嗚嗚！哈啊……哈啊……,びっくり,...Ưm... ư...! Hà... á...!
SCENE_REINA_BREAST_TOUCH_CUM_01,Haaah... if you touch me like that...! Auh...,哈啊啊……您这样摸我的话……！啊呜……,はああっ…そんなふうに触られたら…！あうっ…,하아앗.. 그렇게 만져지면!.. 아읏..,哈啊啊……您這樣摸我的話……！啊嗚……,びっくり,Hà... bị chạm vào kiểu đó thì...! Á...
SCENE_REINA_BREAST_TOUCH_CUM_02,Nn...! Ah... uuh... hah...,嗯……！啊……呜呜……哈啊……,んっ…！あ…ううっ…はぅっ…,응..! 아.. 으읏.. 하읏..,嗯……！啊……嗚嗚……哈啊……,絶頂,Ưm...! A... ư... á...
SCENE_REINA_DOGGY_PLAYING_02,Hah... hah... you can go even deeper... it's okay...,哈啊……哈啊……再深入一点……也可以……,はぁ…はぁ…もっと深くても、いいですから…,하아.. 하아.. 좀더 깊어도 좋으니까..,哈啊……哈啊……再深入一點……也可以……,びっくり,Hà... hà... đâm sâu hơn nữa cũng được mà anh...
SCENE_REINA_DOGGY_PLAYING_03,Aah...! Ah... hah...,啊啊……！啊……哈啊……,ああん…！あ…はぅっ…,아앙..! 아.. 하읏..,啊啊……！啊……哈啊……,びっくり,A...! A... á...
SCENE_REINA_DOGGY_PLAYING_01,Ah...! Hah...! Nn... you're hitting... so deep...,啊……！哈啊……！嗯……顶到……里面了……,あっ…！はぅっ…！んぅ…奥…突かれてます…,아! 하읏..! 으응.. 안쪽.. 찔러주고 있어요..,啊……！哈啊……！嗯……頂到……裡面了……,びっくり,A...! Á...! Ưm... anh đang đâm... chạm đáy rồi...
SCENE_KONIAL_DEEPTHROAT_READY_01,That stimulating scent... hah... what... is this...,这股刺激的味道……哈啊……这……是什么……,刺激的な匂い…はぁ…なんだ…これは…,엄청 자극적인 냄새.. 하아.. 뭐야 이거..,這股刺激的味道……哈啊……這……是什麼……,うろたえる,Mùi hương thật kích thích... hà... cái gì... thế này...
SCENE_KONIAL_DEEPTHROAT_READY_02,Hah...? I am not aroused at all...,哈啊……？我才没有兴奋……,はぁ…？全然、興奮なんてしてないが…？,하? 전혀 흥분하고 있지 않거든?,哈啊……？我才沒有興奮……,うろたえる,Hả...? Ta hoàn toàn không hề hưng phấn chút nào hết...?
SCENE_KONIAL_DEEPTHROAT_READY_03,Move that filthy cock away already...!,快把那根肮脏的鸡鸡……拿开……！,汚いちんぽを、さっさと…ど…どけろ…っ！,더러운 자지 당장 치우지 모.. 못해?,快把那根骯髒的雞雞……拿開……！,びっくり,Mau tránh cái thứ dơ bẩn đó... r-ra chỗ khác ngay...!
SCENE_REINA_AHEN_KISS_4,...Mm-kiss...,……嗯啾……,…んちゅっ…,츄웁..,……嗯啾……,キス,...*chụt*...
SCENE_REINA_AHEN_FELLATIO_1,Lick...,舔……,ぺろっ…,할짝..,舔……,舐める,Liếm...
SCENE_MAI_ANAL_CUM_02,W-wait a second... I'm not ready... naaah...!,等、等一下……我还没心理准备……嗯啊啊……！,ちょ…ちょっと待って…心の準備がぁ…んああっ…！,자.. 잠깐.. 마음의 준비가.. 아앗..!,等、等一下……我還沒心理準備……嗯啊啊……！,絶頂,Khoan... chờ một chút... tớ chưa chuẩn bị tâm lý mà... á...!
SCENE_MAI_COWGIRL_FIRST_READY_01,Nn... are you still not ready?,嗯……你还没准备好吗？,んっ…まだ準備できてないの？,하아.. 아직 준비 안 됐어?,嗯……你還沒準備好嗎？,期待 / 予感,Ưm... cậu vẫn chưa sẵn sàng sao?
SCENE_MAI_ANAL_CUM_01,You're... coming in my butt...? Ahn...!,你要……射在屁股里……？啊嗯……！,お尻に……出すの…？ あんっ…！,엉덩이에.. 싼다고? 아앙!,你要……射在屁股裡……？啊嗯……！,絶頂,Cậu định bắn... vào lỗ hậu sao...? A...!
SCENE_REINA_AHEN_KISS_1,Nngh...,嗯唔……,んぐぅ…,우웁..,嗯唔……,キス,Ưm...
SCENE_MAI_AHEN_KISS_2,Sluuurp...,啾噜噜……,じゅるるっ…,쥬르릅..,啾嚕嚕……,よだれ,*Chùn chụt*...
SCENE_MAI_COWGIRL_FIRST_READY_03,"I'm already soaking wet, you know...?",我已经湿得一塌糊涂了耶……？,あたし…もう、ぐしょぐしょに濡れてんだけど…？,난 잔뜩 젖었단 말야.. 응?,我已經濕得一塌糊塗了耶……？,期待 / 予感,Tớ... đã ướt sũng hết cả rồi này...?
SCENE_KONIAL_AHEN_KISS_3,Mmm...,啾……,ちゅ…,츄..,啾……,キス,Chụt...
SCENE_MAI_COWGIRL_FIRST_READY_02,"It's fine if you put it in like this, right?",就这样放进来也可以吧？,このまま入れちゃってもいーよね？,이대로 넣어 버려도 되지?,就這樣放進來也可以吧？,期待 / 予感,Cứ thế cho vào luôn nhé?
SCENE_REINA_MISSIONARY_KISS_AFTER_03,...Shall we stay like this... and kiss a little longer...? ...Nn...,……就这样……再接吻一下，好吗……？ ……嗯……,…このまま…もう少しキス、しましょうか…？…んっ…,..이대로.. 좀 더 키스 할까요?.. 하아..,……就這樣……再接吻一下，好嗎……？……嗯……,照れてる,...Cứ thế này... chúng ta hôn nhau thêm một chút nữa nhé...? ...Ưm...
SCENE_REINA_MISSIONARY_KISS_AFTER_02,...I really... am so happy... mmm...,……我真的……好幸福……啾噗……,…本当に…幸せです…ちゅぷ…,..정말.. 행복해요.. 츄읍..,……我真的……好幸福……啾噗……,キス,...Em thực sự... hạnh phúc lắm... *chụt*...
SCENE_REINA_MISSIONARY_KISS_AFTER_01,Hah... hah... my tummy... feels so full...,哈啊……哈啊……肚子里……被填得好满……,はぁ…はぁ…お腹の中…いっぱいです…,하아.. 하아.. 뱃속이.. 가득해요..,哈啊……哈啊……肚子裡……被填得好滿……,余韻,Hà... hà... trong bụng em... ngập tràn rồi...
SCENE_REINA_MISSIONARY_KISS_READY_02,Like this... looking into each other's eyes... mm... kiss...,像这样……彼此对望着……嗯唔……啾……,こうして…見つめ合って…んむ…ちゅ…,이렇게.. 마주보고.. 우음.. 츄..,像這樣……彼此對望著……嗯唔……啾……,照れてる+キス,Cứ thế này... nhìn vào mắt nhau... ưm... *chụt*...
SCENE_REINA_MISSIONARY_KISS_READY_03,Please bring your face... a little closer... hah...,请把脸……再靠近一点……哈啊……,もう少し…顔を近づけてください…はぁ…,좀..더. 얼굴 가까이 해 주세요.. 하아..,請把臉……再靠近一點……哈啊……,照れてる+キス,Kề sát khuôn mặt anh... lại gần em thêm chút nữa đi... hà...
SCENE_REINA_MISSIONARY_KISS_READY_01,Yes... kiss... I love you... nn...,嗯……啾……我爱你……嗯……,はい…ちゅっ…あなたを…愛しています…んぅ…,네.. 츄읍.. 당신을.. 사랑해요.. 으응..,嗯……啾……我愛你……嗯……,照れてる+キス,Vâng... *chụt*... em yêu anh... ưm...
SCENE_KONIAL_FULL_NELSON_PLAYING_01,Ahn...! Haaah...! Wh-what is this feeling...! Hah...!,啊嗯……！哈啊啊……！这、这种感觉……到底是……！哈呜……！,あんっ…！はぁあっ…！こ…この感じ…一体…！はうぅっ…！,아앙..! 아앗..! 이.. 이 느낌.. 뭐야..! 하읏!,啊嗯……！哈啊啊……！這、這種感覺……到底是……！哈嗚……！,びっくり,A...! Hà...! C-cảm giác này... rốt cuộc là sao chứ...! Á...!
SCENE_KONIAL_FULL_NELSON_PLAYING_02,C-could you... be a little gentler... naaah...?!,你、你就不能……温柔一点吗……嗯啊啊……？ ！,も……もっと優しくしないか…んぁあっ……？！,조.. 좀 더 상냥하게엣..?!,你、你就不能……溫柔一點嗎……嗯啊啊……？！,びっくり,Ng-ngươi không thể nhẹ nhàng hơn chút được sao... á...?!
SCENE_KONIAL_FULL_NELSON_PLAYING_03,Kihi... n-no...! It does not... feel good...! Naaah...!,嘻……不、不是……！才不是……舒服……！嗯啊啊……！,きひっ…ち、違うぞ…！気持ち…いいわけ…！んぁあっ…！,키히히.. 아니야..! 기분.. 좋을 리가..! 아앙!,嘻……不、不是……！才不是……舒服……！嗯啊啊……！,びっくり,Khi... kh-không phải đâu...! Ta làm sao có thể... sướng được chứ...! Á...!
SCENE_KONIAL_FULL_NELSON_PLAYING_04,You... remember this...! Ah... ahiuh...!,你……给我记住……！啊……啊咿呜……！,お前…覚えておけよ…！あっ…あひぅっ…！,네 녀석.. 두고 봐..! 아.. 아앙!,你……給我記住……！啊……啊咿嗚……！,びっくり,Ngươi... hãy nhớ mặt ta đấy...! A... á...!
SCENE_REINA_MISSIONARY_ONSEN_CUM_02,...Please don't stop... inside... come all inside me...!,……请不要停……里面……全部射在里面……！,…やめないでください…中に…中に全部…出してください…っ！,..멈추지 마세요.. 안에.. 안에 전부 싸주세요..!,……請不要停……裡面……全部射在裡面……！,絶頂,...Đừng dừng lại anh ơi... vào trong... hãy bắn hết vào trong em đi...!
SCENE_REINA_MISSIONARY_ONSEN_CUM_01,I-I'm coming...! Hot semen... deep in my belly... fill me...! Haaahn...!,我、我要去了……！滚烫的精液……射满我的肚子里……！哈啊啊……！,イ、イっちゃいます…！熱い精液…お腹の中に…いっぱい…！はぁぁんっ…！,가.. 가버려요..! 뜨거운 정액.. 뱃속에 가득..! 아앙!,我、我要去了……！滾燙的精液……射滿我的肚子裡……！哈啊啊……！,絶頂,E-em ra mất thôi...! Tinh dịch nóng bỏng... bắn đầy vào bụng em đi...! A...!
SCENE_MAI_FULL_DOGGY_PLAYING_01,Nnoh...! Ahn...! I-it's in... hoo...,嗯喔……！啊嗯……！进、进来了……呼……,んおっ…！あんっ…！き、来たぁ…ふぅっ…,으옷..! 아앙! 왔어어~ 흐응..,嗯喔……！啊嗯……！進、進來了……呼……,びっくり,Ư... á...! V-vào rồi... phù...
SCENE_MAI_FULL_DOGGY_PLAYING_02,Feeling you fill me up is seriously the best...! Nn! This angle's good...!,被你塞得满满的感觉真的超爽……！嗯！这个角度不错耶……！,パンパンに入ってる感じ、マジ最高…！んっ！この角度…イイじゃん…！,꽉 차는 느낌 최고야~! 흣! 이 각도 좋아..!,被你塞得滿滿的感覺真的超爽……！嗯！這個角度不錯耶……！,びっくり,"Cảm giác được lấp đầy khít khao thế này, sướng dã man...! Ưm! Góc này... tuyệt đấy chứ...!"
SCENE_MAI_FULL_DOGGY_PLAYING_03,"Nnnh! There...! Hah, aahn... ahn...!",嗯嗯！那里……！哈啊、啊啊……啊嗯……！,んんっ！そこぉっ…！はぁっ、ああん…あんっ…！,"으응! 거기잇~! 하앗, 아앙~ 앙!",嗯嗯！那裡……！哈啊、啊啊……啊嗯……！,びっくり,"Ưm! Chỗ đó đó...! Hà, á... ư...!"
SCENE_MAI_FULL_DOGGY_PLAYING_04,More cock...! Thrust into me harder...! More! Naaah...!,再来……！更用力地插我……！再来！嗯啊啊……！,ちんぽ、もっと…！もっとガンガン突いてよぉ…！もっと！んぁあっ…！,"자지, 더! 더 박아줘어! 더! 아아앗!",再來……！更用力地插我……！再來！嗯啊啊……！,びっくり,Nữa đi cậu...! Ra sức đâm mạnh bạo nữa đi...! Nữa đi! Á...!
SCENE_PAZUZU_AHEN_KISS_2,Mmm... *wet kiss*...,啾……啾噗……,ちゅ…ちゅぷ…,츄.. 릅..,啾……啾噗……,キス,Chụt... chụt...
SCENE_MAI_AHEN_FELLATIO_5,Mmm...,啾……,ちゅっ…,츄..,啾……,キス,Chụt...
SCENE_PAZUZU_AHEN_KISS_1,Mgh...!,嗯咕……！,むぐっ…！,읍..!,嗯咕……！,キス,Ưm...!
SCENE_BUTLER_AHEN_KISS_5,...Nn...,……嗯……,…ん…,..응..,……嗯……,キス,...Ưm...
SCENE_BUTLER_AHEN_8,Hah...,哈呜……,はぅ…,하으..,哈嗚……,キス,Ư...
SCENE_REINA_FELLATIO_AFTER_01,Gulp... hah... so this is... what your semen tastes like...,吞……哈啊……原来您的精液……是这种味道……,んぐっ…はぁ…あなたの精液…こんな味だったんですね…,(꿀꺽..) 하아.. 당신의 정액.. 이런 맛이었군요..,吞……哈啊……原來您的精液……是這種味道……,照れてる+飲み込んだ,Ực... hà... tinh dịch của anh... thì ra lại có vị như thế này sao...
SCENE_REINA_FELLATIO_AFTER_02,Just now... did I make a terribly lewd face...? ...I-I'm embarrassed...,刚才……我的表情是不是很色情……？ ……好、好害羞……,さっき…私…すごくいやらしい顔してましたか…？…は、恥ずかしいです…,방금.. 저.. 엄청 야한 얼굴이었나요? 부끄러워요..,剛才……我的表情是不是很色情……？……好、好害羞……,照れてる,Vừa nãy... trông mặt em... có dâm đãng lắm không anh...? ...E-em xấu hổ quá...
SCENE_REINA_FELLATIO_AFTER_03,Hehe... it feels as though I caught every last drop... I'm so happy...,呵呵……感觉好像把您的全部都接住了……我很开心……,ふふっ…あなたのもの、全部受け止めてあげられた気分です…嬉しいですね…,후훗.. 당신의 것을 남김없이 받은 기분이에요.. 기쁘네요.,呵呵……感覺好像把您的全部都接住了……我很開心……,笑顔,Hư hư... em thấy như mình đã nhận lấy hết mọi thứ của anh vậy... hạnh phúc thật đấy...
SCENE_REINA_HANDJOB_CUM_01,Ah... are you... about to cum...? Nnnh...!,啊……您是不是……快射了……？嗯嗯……！,あっ…もう…出そうですか…？んんっ…！,앗.. 곧.. 나올 거 같으세요? 하읏..!,啊……您是不是……快射了……？嗯嗯……！,びっくり,A... sắp... bắn rồi sao anh...? Ưm...!
SCENE_REINA_DOGGY_READY_03,Please move... slowly... I'm still... nervous...,请您……慢慢动……我还……有点紧张……,ゆっくり…動いてください…まだ…緊張してて…,천천히.. 움직여 주세요.. 아직은.. 놀라서..,請您……慢慢動……我還……有點緊張……,緊張,Anh hãy... chuyển động nhè nhẹ thôi nhé... em vẫn còn... căng thẳng lắm...
SCENE_REINA_DOGGY_READY_02,"It's all the way... deep inside me... ah, it's so hot...",全部都……进到最里面了……啊，好烫……,奥まで…全部入ってきました…あ、熱い…です…,안쪽까지.. 전부 들어왔어요.. 뜨거워요..,全部都……進到最裡面了……啊，好燙……,緊張,Vào sâu... tận cùng trong em rồi... nóng... nóng quá anh ơi...
SCENE_REINA_DOGGY_READY_01,"Ah... it hurts a little, but... I'm okay...",啊……有点痛……可是没关系……,あ…ちょっと痛いですけど…大丈夫です…,아.. 아프지만.. 괜찮아요..,啊……有點痛……可是沒關係……,緊張,Á... hơi đau một chút nhưng... không sao đâu ạ...
SCENE_PAZUZU_TENTACLE_RAPE_READY_02,Wh-what are you... planning to do...?,你、你打算……做什么……？,な、何を…するつもりですか…,"뭐, 뭘 하려는 건가요..",你、你打算……做什麼……？,緊張,Ng-ngươi định... làm gì ta thế hả...
SCENE_REINA_HANDJOB_CUM_02,It's okay... cover me... cover me all over... Aaah...!,没关系……请射好多……在我身上……啊啊……！,大丈夫です…いっぱい…かけてください…あぁっ…！,괜찮아요.. 잔뜩.. 뿌려주세요.. 아..!,沒關係……請射好多……在我身上……啊啊……！,絶頂,Không sao đâu anh... hãy bắn... bắn ngập người em đi... á...!
SCENE_PAZUZU_TENTACLE_RAPE_READY_03,This joke has gone too far...!,这种玩笑太过分了……！,冗談が過ぎますよ…！,장난이 지나쳐요..!,這種玩笑太過分了……！,緊張,Trò đùa này quá trớn rồi đấy...!
SCENE_PAZUZU_TENTACLE_RAPE_READY_01,S-so... something that big...,好、好……好大的东西……,す、すごく…大きいのが…,어.. 엄청나게 큰 게..,好、好……好大的東西……,緊張,C-cái thứ... to lớn thế này...
SCENE_MAI_DOGGY_DOOR_CUM_02,Ah... you want to come? Your thrusts just got crazy fast...!,啊……你想射了？你的抽插变得超快的……！,あ…出したいんだ…？ピストン、めっちゃ速くなってる…っ！,아.. 싸고 싶은 거야..? 피스톤 엄청 빨라졌..!,啊……你想射了？你的抽插變得超快的……！,絶頂,Cậu... muốn ra rồi sao...? Nhịp thúc... bắt đầu nhanh kinh khủng rồi kìa...!
SCENE_MAI_DOGGY_DOOR_CUM_01,Huh...? Nn...? A-are you coming...!?,咦……？嗯……？你、你要射了……！ ？,え…？ん…？だ…出すの…！？,어..? 응..? 싸.. 싸는 거야?!,咦……？嗯……？你、你要射了……！？,びっくり,Ủa...? Hử...? Cậu... sắp bắn rồi sao...!?
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_04,Auh...! You keep hitting nothing but my weak spots...!,啊呜……！你怎么一直顶我敏感的地方啦……！,あうっ…！弱いとこばっか…しつこく突いてくるじゃん…！,아읏..! 약한 곳을 집요하게.. 찔러오고있어..,啊嗚……！你怎麼一直頂我敏感的地方啦……！,びっくり,Á...! Cứ nhắm vào chỗ nhạy cảm... thúc liên tục thế hả...!
SCENE_MAI_SUMATA_CUM_01,"Nn, about to come? Fine... all over my thighs...",嗯，快射了？可以啊……射满我的大腿吧……,ん、出そうなん？いーよ…あたしの太ももに…いっぱい…,"응, 쌀 거 같아? 괜찮아.. 내 허벅지에.. 잔뜩..",嗯，快射了？可以啊……射滿我的大腿吧……,笑顔,"Ưm, cậu sắp bắn rồi à? Được thôi... cứ xịt đầy... lên đùi tớ đi..."
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_03,Hah...! It feels like you're in all the way to the base... aah...!,哈啊……！感觉连根部都进来了……啊啊……！,はぁ…！根元まで入ってきてる感じ…ああんっ…！,하아..! 뿌리 끝까지 들어오는 거 같아.. 아앙..!,哈啊……！感覺連根部都進來了……啊啊……！,びっくり,Hà...! Cảm giác đút sâu lút gốc luôn rồi... á...!
SCENE_MAI_SUMATA_CUM_02,I don't mind. Just let it all out...,我又不介意，全部射出来吧……,あたしは気にしないし、全部出しちゃって…,"난 상관 없으니까, 잔뜩 싸 버려..",我又不介意，全部射出來吧……,笑顔,"Tớ không bận tâm đâu, cứ bắn hết sạch ra đi..."
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_02,Nn... my boobs are bouncing like crazy...,嗯……胸部晃得好厉害……,んぅ…おっぱい、めっちゃ揺れてるぅ…,으응.. 가슴 엄청 흔들리고 있어..,嗯……胸部晃得好厲害……,照れてる,Ưm... ngực tớ... nảy tưng tửng luôn này...
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_01,Aah...! Hah...! S-so good...!,啊啊……！哈呜……！好、好爽……！,ああん…！はうっ…！い、いぃっ…！,아앙..! 하읏! 좋아..! 츄릅..,啊啊……！哈嗚……！好、好爽……！,びっくり,A...! Á...! S-sướng...!
SCENE_MAI_AHEN_1,Aaahn...!,啊啊……！,あぁんっ…！,아앙..!,啊啊……！,喘ぎ,Á...!
