Type,EventID,Korean,Vietnamese,SourceFile,Line
mai,df8,"너만의 토끼니까.. 얼마든 거칠게.. 아흣.. ..자궁 끝까지 닿고 있어..","Tôi là con thỏ của cậu và chỉ của riêng cậu thôi... Hãy mạnh bạo như cậu muốn... Ahhhn... Cậu đang chạm tới tử cung của tôi...",e_roullete.dtl,160
mai,df9,"응.. 원하는 대로.. 잔뜩 해버리자?","Ừ... Bất cứ điều gì cậu muốn... Hãy cùng nhau nỗ lực nhé?",e_roullete.dtl,161
mai,dfa,"정말.. 귀여운 옷이 정액 범벅이 돼 버렸잖아.. 하아..","Trời ạ... Bộ trang phục dễ thương này giờ đã đầy tinh dịch rồi... Haah...",e_roullete.dtl,163
mai,dfb,"어땠어? 코스프레 섹스.. 만족할만한 당첨 선물이 되었으려나? 헤헤.","Nó thế nào? Cosplay sex... Giải thưởng có đáng không? Hehe.",e_roullete.dtl,164
mai,dfc,"결국 엉망진창 찢어지는 바람에 더 입을 순 없겠지만.. 이제부턴 토끼가 아니더라도 말이야.","Cuối cùng rách tả tơi không mặc được nữa, nhưng từ giờ không cần thỏ mới được...",e_roullete.dtl,165
mai,dfd,"귀여워 라던가. 잔뜩 말해줘야 한다? 알았지?","Phải nói dễ thương nhiều vào đấy? Rõ chưa?",e_roullete.dtl,166
mai,dfe,"응, 이건 분명 이상하지?","Vâng, điều này chắc chắn là kỳ lạ, phải không?",e_sd_char.dtl,4
mai,dff,"이건 나도 한 눈에 달라졌단 걸 알았다니까.","Ngay cả tôi cũng có thể nhận ra điều gì đó đã thay đổi chỉ trong nháy mắt, cậu biết đấy.",e_sd_char.dtl,5
choice,e00,"정말이야?","Thật à?",e_sd_char.dtl,6
mai,e01,"뭐야. 못 믿겠다는 표정.","Gì vậy. Cái mặt không tin ấy.",e_sd_char.dtl,7
mai,e02,"여기 '레이'하고 '코쿄'의 복장이 바뀌었잖아.","Hãy nhìn xem, Rei và Kokyo hiện có trang phục khác nhau.",e_sd_char.dtl,9
mai,e03,"분명 원래는 2기 최종결전의 복장이었는데.","Tôi chắc chắn rằng họ đã mặc trang phục chiến đấu cuối cùng của Phần 2 trước đó.",e_sd_char.dtl,10
mai,e04,"이건 누가 봐도 라노벨판의 복장인걸.","Bất cứ ai cũng có thể nhận thấy đây rõ ràng là những bộ trang phục phiên bản light Novel.",e_sd_char.dtl,11
choice,e05,"그것까진 몰랐어.","Tới mức đó thì không biết.",e_sd_char.dtl,12
choice,e06,"이질감이 들어서 감지한 거 뿐이라..","Chỉ là cảm thấy khác lạ nên để ý thôi...",e_sd_char.dtl,13
mai,e07,"뭐어? 정말이야?","Ể? Thật hả?",e_sd_char.dtl,15
mai,e08,"요즘 대 인기작인 '샤이닝 라비린스' 몰라?","Cậu không biết Mê cung tỏa sáng? Nó giống như, siêu phổ biến ngay bây giờ!",e_sd_char.dtl,16
choice,e09,"처음 들어봐.","Chưa bao giờ nghe nói về nó.",e_sd_char.dtl,17
choice,e0a,"(별로 재미 없어 보이는 제목..)","(Tựa nghe chả hấp dẫn mấy...)",e_sd_char.dtl,18
mai,e0b,"이번 분기 다크호스라고!","Dark horse mùa này đấy!",e_sd_char.dtl,20
mai,e0c,"..라고 친구가 추천해줬어. 나도 제목이 귀여워서 보기 시작했는데.","..Cậu tớ recommend. Tớ cũng thấy tựa dễ thương nên mới xem.",e_sd_char.dtl,22
mai,e0d,"생각보다 무지 재밌는거 있지 이거! 특히 쌍검 히로인이 무척 귀엽다니까.","Nhưng bất ngờ là siêu hay! Nhất là nữ chính song kiếm cực kỳ dễ thương.",e_sd_char.dtl,23
mai,e0e,"여기 이쪽이 레이짱, 저쪽이 코쿄 짱이야. 둘은 남자 주인공이 사용하는 검의 정령이라는 설정이지.","Đây là Rei-chan, kia là Kokyo-chan. Cả hai là tinh linh kiếm của nam chính.",e_sd_char.dtl,25
mai,e0f,"코쿄의 검신이 레이보다 4센치 작은데, 그게 컴플렉스라 언급하면 검집에서 안 뽑혀. 귀엽지?","Thân kiếm Kokyo ngắn hơn Rei 4cm, tự ti nên đụng tới là rút khỏi vỏ không được. Dễ thương không?",e_sd_char.dtl,26
mai,e10,"레이는 튕겨내기만 전담하는 검이야. 몸에 피가 묻는걸 무서워해서 그렇데. 하하하!","Rei là kiếm phòng thủ chuyên dụng. Vì sợ dính máu vào người cơ. Haha!",e_sd_char.dtl,27
mai,e11,"특히 3기 오프닝이..","Và phần mở đầu Phần 3 giống như...",e_sd_char.dtl,28
narration,e12,"마이는 한동안 애니 얘기에 열중한다. 본인의 취미에 열중한 모습이 귀여워 한동안 수다를 들어준다.","Mai say sưa kể chuyện anime. Thấy cô ấy đam mê sở thích dễ thương quá, tôi nghe một hồi.",e_sd_char.dtl,29
mai,e13,"..그래서 이게 이번 극장판 홍보를 위해 붙은 지하철 광고라는 거야!","..Thế đấy, đây là quảng cáo tàu điện ngầm cho phim chiếu rạp sắp tới!",e_sd_char.dtl,32
mai,e14,"이제 이 작품이 얼마나 갓 작품인지 알겠지?","Biết tác phẩm thần thánh thế nào rồi ha?",e_sd_char.dtl,33
choice,e15,"이런 걸 좋아하는지 몰랐어.","Tôi không biết cậu lại thích những thứ như thế này.",e_sd_char.dtl,34
mai,e16,"라노벨이나 애니 말이야? 사실 입문한 지는 얼마 안됐는데..","Ý cậu là light Novel và anime? Thực ra tôi chỉ mới biết đến chúng gần đây...",e_sd_char.dtl,36
mai,e17,"전철에서 폰으로 틈틈히 보기엔 라노벨만한 게 없거든. 다 읽고 나니 애니 버젼도 궁금해졌고.","Không gì có thể sánh bằng việc đọc tiểu thuyết nhẹ nhàng trên điện thoại trong khi đi tàu. Sau khi đọc xong, tôi cũng tò mò về phiên bản anime.",e_sd_char.dtl,37
mai,e18,"그렇게 한 두편씩 보다 보니 요즘 작품들은 전부 챙겨보는 수준이 됐달까?","Bắt đầu với một hoặc hai chương trình, và trước khi tôi biết điều đó, tôi đã theo kịp mọi thứ phát sóng những ngày này?",e_sd_char.dtl,38
mai,e19,"사실 여기서 광고로 봤을 때부터 반가웠는데, 티 안내려고 노력한 거야.","Thực ra từ lúc thấy quảng cáo ở đây là tớ đã phấn khích rồi... cố giấu thôi.",e_sd_char.dtl,39
mai,e1a,"좋아하는 걸 설명할때 말이 무척 많아지거든. 지금처럼..","Lúc nói chuyện thích, tớ hay nói nhiều quá. Như bây giờ...",e_sd_char.dtl,40
mai,e1b,"그때마다 난처해 할 때도 있으니까.. 혹시 너는 관심 없는 주제였으려나?","Đôi khi cậu cũng ngán... biết đâu cậu cũng chẳng quan tâm?",e_sd_char.dtl,41
choice,e1c,"이제부터 알아가면 되지.","Tôi có thể bắt đầu tìm hiểu về nó từ bây giờ.",e_sd_char.dtl,42
choice,e1d,"마이와 처음 만났던 것처럼.","Giống như lần đầu tiên anh gặp em, Mai.",e_sd_char.dtl,43
mai,e1e,"다행이다! 히히..","May quá! Hehe...",e_sd_char.dtl,45
mai,e1f,"특히 너랑 있을땐 말수가 더 많아 지는거 같아. 요즘은 같이 탐색하는 게 기대된다니까.","Tôi cảm thấy mình nói nhiều hơn khi ở bên cậu. Gần đây tôi rất mong chờ khoảng thời gian chúng ta cùng nhau khám phá.",e_sd_char.dtl,46
mai,e20,"그치만 항상 내 관심사들만 들어 주니까. 혹시 너는 좋아하는 거 있어?","Nhưng lúc nào tớ cũng chỉ nói về mình. Cậu không có sở thích à?",e_sd_char.dtl,47
choice,e21,"관심사라.. 그러고 보니 딱히.","Sở thích... nói mới nhớ, chắc không có.",e_sd_char.dtl,48
mai,e22,"..따로 없다고? 휴일에는 보통 하는 거 없어?","...Cậu không có cái nào à? Cậu thường làm gì vào những ngày nghỉ?",e_sd_char.dtl,50
choice,e23,"보통 누워 있는데.","Thường chỉ nằm loanh quanh.",e_sd_char.dtl,51
mai,e24,"..하하하! 뭐야 그게. 따로 취미는 없는 거야? 너무 삭막하잖아.","...Ahahaha! Chuyện đó là về cái gì vậy? Cậu thực sự không có sở thích? Thật ảm đạm!",e_sd_char.dtl,53
choice,e25,"그럼 추천해 줄래?","Sau đó cậu có thể giới thiệu điều gì đó không?",e_sd_char.dtl,54
choice,e26,"마이가 하는 거면 뭐든 좋으니까.","Nếu đó là việc cậu làm, Mai, tôi chắc chắn tôi sẽ thích nó.",e_sd_char.dtl,55
mai,e27,"아 그렇구나! 서로 취미를 공유하면 얘깃거리도 많아 지겠네. 어쩌면 훨씬 친해질 수도.","Ồ, đó là một ý tưởng tuyệt vời! Nếu chúng ta có chung sở thích, chúng ta sẽ có nhiều điều để nói hơn. Có lẽ chúng ta sẽ còn tiến gần hơn nữa!",e_sd_char.dtl,57
mai,e28,"으음.. 뭐가 있을까. 라노벨, 애니는 이야기 했으니까.","Ừm... có gì nhỉ. Light novel, anime kể rồi.",e_sd_char.dtl,59
mai,e29,"서로가 관심 있을 만한 주제라.. 그래!","Một chủ đề mà cả hai chúng tôi đều quan tâm... Ồ! Tôi hiểu rồi!",e_sd_char.dtl,60
mai,e2a,"..너, 야한 거 엄청 좋아하잖아?","..Cậu, thích mấy thứ hư hỏng lắm mà ha?",e_sd_char.dtl,62
choice,e2b,"..야한 거?","...Hư hỏng?",e_sd_char.dtl,63
mai,e2c,"전에도 펠라라던가 야한거 해 줄 때 무척 기분 좋은 표정이라.","Lần trước bú hay làm mấy chuyện hư hỏng, mặt cậu sướng lắm.",e_sd_char.dtl,64
mai,e2d,"사실 나도.. 무척 관심 있거든. h애니도 보고, 자위도 가끔..","Thực ra, tôi... cũng thực sự thích nó. Tôi xem phim hoạt hình anime và đôi khi tôi thủ dâm...",e_sd_char.dtl,65
mai,e2e,"특히 최근에 너와 함께 지내면서.. 더욱 더 관심이 커졌어.","Nhất là từ khi ở bên cậu... càng ngày càng hứng thú.",e_sd_char.dtl,68
mai,e2f,"서로 취미를 같이 개발해 나가면 훨씬 좋지 않을까 하는데 어때? 너랑 나랑만 할 수 있는.. 야한 취미.","Cùng khai phá sở thích thì vui hơn không? Sở thích hư hỏng... của riêng tụi mình.",e_sd_char.dtl,69
choice,e30,"부탁합니다!","Xin nhờ!",e_sd_char.dtl,70
choice,e31,"사양하지 않을게!","Tất nhiên là không khách khí!",e_sd_char.dtl,71
mai,e32,"정말? 와아, 기뻐! 이걸로 더 가까워 질 수 있어.","Thật hả? Sướng quá~! Nhờ vậy thân hơn rồi.",e_sd_char.dtl,74
choice,e33,"근데, 야한 취미라면..","Nhưng, nếu đó là một sở thích dâm dục...",e_sd_char.dtl,75
choice,e34,"어떻게 시작하면 되는 거야?","Cụ thể bắt đầu thế nào?",e_sd_char.dtl,76
mai,e35,"그, 그건.. 생각 안 해봤는데.","C-đó... chưa nghĩ ra.",e_sd_char.dtl,78
mai,e36,"지금까지의 야한 짓들은 자연스러운 흐름으로 해 왔으니까.. 오히려 신경쓰기 시작하면 부자연스러운 건가..?","Mấy chuyện hư hỏng tới giờ toàn tự nhiên... ngược lại cố ý lại gượng ép...?",e_sd_char.dtl,79
mai,e37,"처음엔 브래지어 때문에.. 다음은 핸드폰..이었던가? 으음.. 갑자기 머리가 복잡해지고 있어.","Đầu tiên là vì chiếc áo ngực... sau đó là chiếc điện thoại di động... phải không? Ugh... đầu tôi bắt đầu choáng váng rồi.",e_sd_char.dtl,80
mai,e38,"으음..아아..","Ừm... à...",e_sd_char.dtl,81
mai,e39,"..아아아! 몰라!","...A! Kệ đi!",e_sd_char.dtl,82
narration,e3a,"그렇게 외치며 마이는 내 품 안으로 뛰어든다. 내 가슴에 고개를 파묻자 그녀의 가늘고 긴 금발이 팔에 스친다.","La lên, Mai nhào vào ngực tôi. Vùi mặt, tóc vàng mảnh dài chạm tay.",e_sd_char.dtl,84
mai,e3b,"..그때 생각을 하니까 뭔가 이상해. 그때는 아무렇지도 않았는데.","…Nghĩ lại chuyện hồi đó bây giờ thấy lạ quá. Đó không phải là vấn đề lớn vào thời điểm đó.",e_sd_char.dtl,86
mai,e3c,"지금은.. 떠올린 것만으로 가슴이 뛰고 있어..","Giờ... chỉ nghĩ lại tim đã đập...",e_sd_char.dtl,87
mai,e3d,"그러니 복잡한 건 생각 말고 하고 싶은 만큼 해버리면, 다음에 할 것도 자연스럽게 떠오르지 않을까?","Thế nên đừng nghĩ ngợi gì phức tạp cho mệt, cứ làm những gì cậu muốn đi. Tự khắc cơ thể sẽ biết phải làm gì tiếp theo thôi mà.",e_sd_char.dtl,88
mai,e3e,"헤헤, 자지 쪽에서는 이미 준비 완료인 거 같으니까. 어때?","Hehe... xem ra con cặc của cậu đã chuẩn bị sẵn sàng lâm trận rồi đấy. Thế nào?",e_sd_char.dtl,90
mai,e3f,"하아, 응, 어때? 여전히 좋지?","Haa... ưm... nè, sướng ha?",e_sd_char.dtl,96
mai,e40,"그때보다 가슴 만지는 거 능숙해.. 더 잘 느끼게 됐어.","Lúc đó mà đã sờ ngực giỏi thế...? Tớ cảm nhận nhiều hơn...",e_sd_char.dtl,97
mai,e41,"전에는 조심스러웠는데.. 이제는 내 약한 곳만 노려서.. 하읏!","Lúc trước còn rụt rè... giờ chỉ nhắm chỗ yếu của tớ... hí!",e_sd_char.dtl,98
mai,e42,"엉덩이도.. 좀 더 팡 팡 쳐 줘.. 강하게..","Mông cũng... nện bốp bốp nữa... mạnh...",e_sd_char.dtl,99
mai,e43,"보지에 문질러져서.. 너무 기분 좋아..앗!","Bị cọ vào lồn... sướng quá... ư ư...!",e_sd_char.dtl,100
mai,e44,"움.. 우웁.. 쥬릅..","Ừm... ừm... chụt...",e_sd_char.dtl,103
mai,e45,"이쪽이 약하지? 츄웁.. 하아..","Chỗ này là điểm yếu của cậu phải không? Chết tiệt... ha...",e_sd_char.dtl,104
mai,e46,"츄릅.. 츄.. 읏.. 지금까지 몇번이고 이 입으로 빼 왔으니까..","Chụt... chụt... ưm... bao lần làm ra bằng miệng này rồi...",e_sd_char.dtl,105
mai,e47,"어디를 자극해야 하는지 완벽하게 알고 있어.. 츄..","Chỗ nào kích thích mới sướng... tớ biết tỏng rồi... chụt...",e_sd_char.dtl,106
mai,e48,"하아.. 헤헤.. 읏, 읏..","Haa... hehe... ưm, ừm...",e_sd_char.dtl,109
mai,e49,"가슴 사이에서.. 귀두가 왔다갔다 하고 있어..","Giữa ngực tôi... quy đầu của em đang trượt qua trượt lại...",e_sd_char.dtl,110
mai,e4a,"쿠퍼액으로 끈적해져서.. 야한 소리 나는 것도 좋아..","Tất cả đều trơn trượt với nước nhờn... Tớ thích những âm thanh dâm dục mà nó tạo ra...",e_sd_char.dtl,111
mai,e4b,"냄새도 사라지지 않을 정도로 비벼 줘.","Này... cọ tới mức không bay được mùi...",e_sd_char.dtl,112
mai,e4c,"하아.. 하아.. 너무 좋아. 땀범벅이 됐는데도 계속 하고 싶어.","Haa... haa... sướng quá... mồ hôi nhễ nhại vẫn muốn tiếp...",e_sd_char.dtl,115
mai,e4d,"봐봐, 내 말이 맞지? 어떻게든 하다 보니까 이런 흐름으로. 네 자지 위에 올라와 있잖아.","Thấy chưa, tớ đã bảo rồi mà...? Cứ thuận theo tự nhiên là thế này thôi. Giờ tớ đang cưỡi trên cặc cậu rồi đấy...",e_sd_char.dtl,116
mai,e4e,"이거 보여..? 애액이 내 허벅지를 타고 바닥에 뚝뚝 떨어질 정도로 젖어 있어..","Thấy không...? Nước dâm... chảy dọc đùi, nhỏ tong tong xuống sàn... ướt hết...",e_sd_char.dtl,117
mai,e4f,"당장이라도.. 네 걸 넣고 싶어서 참을 수 없어..","Anh không thể kiềm chế được nữa...Anh cần em ở trong anh ngay lúc này...",e_sd_char.dtl,118
mai,e50,"너도 그렇지? 여전히 단단해져 있잖아. 몇번을 사정해도 이렇게 커져서는..","Cậu cũng cảm thấy như vậy phải không? Cậu vẫn cứng cứng đờ. Dù đã bắn ra bao nhiêu lần mà nó vẫn to thế này...",e_sd_char.dtl,119
mai,e51,"내 축축한 보지에.. 크고 단단한 자지 박아대고 싶은 거지?","Vào cái lồn ướt nhẹp của tớ... muốn nện cặc to cứng vào ha?",e_sd_char.dtl,120
mai,e52,"네 위에 올라타서 앙 앙 소리 지르는 거.. 듣고 싶은 거지?","Muốn nghe tớ... a ưn a ưn rên rỉ... đúng không?",e_sd_char.dtl,121
mai,e53,"그럼.. 이 참에 확실하게 새겨 두자..","Vậy... nhân thể khắc ghi luôn nhé...",e_sd_char.dtl,122
mai,e54,"저기.. 난 벌써부터 가버릴 거 같아..","A... tớ... sắp ra rồi...",e_sd_char.dtl,125
mai,e55,"보지에 살짝씩 스치는 귀두 느낌이 좋아서.. 읏.","Cảm giác quy đầu của em sượt qua âm hộ của anh thật tuyệt vời... ngh.",e_sd_char.dtl,126
mai,e56,"네 자지도 이미 내 흐르는 애액으로 범벅이 됐어..","Cặc cậu... bị nước dâm tớ... dính nhớp nháp hết...",e_sd_char.dtl,127
mai,e57,"더 이상 참기 힘드니까.. 너..넣어 볼게.","Không nhịn được nữa... t-tớ bỏ vào nhé...",e_sd_char.dtl,128
mai,e58,"질을 비집고 들어오는 느낌이랑.. 나의 체온, 조임까지 기억에 잘 새겨 둬..","Cảm giác nó đẩy vào bên trong... hơi ấm của anh, anh siết chặt thế nào... đốt cháy tất cả vào ký ức của em...",e_sd_char.dtl,129
mai,e59,"으읏..으.. 하아..","Ừm... ư... haa...",e_sd_char.dtl,131
mai,e5a,"자지.. 너무 좋아..으응..","Cặc... sướng quá... haa...",e_sd_char.dtl,132
mai,e5b,"중간부터는.. 기억이 잘 안나는데..","Đoạn sau đó... tớ chả nhớ rõ gì nữa...",e_sd_char.dtl,133
mai,e5c,"무척 좋았다는 것밖엔..하..아아..","Chỉ là nó cảm thấy rất, rất tuyệt... Hah... Ahh...",e_sd_char.dtl,134
mai,e5d,"너는 어때?.. 보지의 느낌 잘 기억했어?","Còn cậu thì sao? Cậu có nhớ âm hộ của tôi cảm thấy thế nào không?",e_sd_char.dtl,135
choice,e5e,"너무 좋아서 의식이 날아갔어..","Cảm giác thật tuyệt vời, tâm trí tôi...trống rỗng...",e_sd_char.dtl,136
mai,e5f,"으응.. 뭐야 그게.. 나 처음이었단 말이야. 제대로 기억했어야지.","Hả? Điều đó có nghĩa là gì? Đó là lần đầu tiên của tôi, cậu biết đấy! Đáng lẽ cậu phải nhớ nó cho đàng hoàng chứ!",e_sd_char.dtl,137
mai,e60,"..이러면 한번으로는 부족하겠네.","...Đoán một lần là chưa đủ.",e_sd_char.dtl,138
mai,e61,"앞으로 잔뜩 잔뜩 기분 좋아지는 섹스 해서..","Từ giờ... thật nhiều thật nhiều sex sướng...",e_sd_char.dtl,139
mai,e62,"서로 잊혀지지 않게, 온 몸이 확실하게 기억하도록 노력해보자?","Để cả hai không quên được, tới khi cơ thể nhớ hết... cố gắng nhé?",e_sd_char.dtl,140
mai,e64,"...","...",e_semen.dtl,5
mai,e65,"앗! 뭐야, 뭐가 머리 위로 떨어졌어.","À! Cái gì—? Có cái gì đó vừa rơi vào đầu tôi!",e_semen.dtl,7
mai,e66,"하얗고 질척한데, 이거.. 설마.","Trắng và nhầy nhụa... cái này... chẳng lẽ...",e_semen.dtl,9
mai,e67,"꺄아악! 새똥이야?!","Chết tiệt! Cứt chim?!",e_semen.dtl,12
mai,e68,"아아! 더러워! 저기, 티슈 있어? 어서 어서!","Ư ư! Bẩn quá! Này, có khăn giấy không? Nhanh nhanh!",e_semen.dtl,13
mai,e69,"으아아.. 흐르고 있어! 흐아앙..","Không... Nó đang nhỏ giọt xuống! Waa...",e_semen.dtl,15
choice,e6a,"진정해 마이.","Bình tĩnh đi Mai.",e_semen.dtl,16
choice,e6b,"전철 안이니까.. 새똥은 아닐 거야.","Trong tàu mà... không phải cứt chim đâu.",e_semen.dtl,17
mai,e6c,"으으.. 천장이 막혀 있으니까.. 그렇긴 하지..","Ự... trần kín mà... cũng phải ha...",e_semen.dtl,18
mai,e6d,"그럼 더 이상하잖아. 이건 대체.. 우읍?!","Thế thì còn lạ hơn nữa! Cái quái gì thế này... mmpfh?!",e_semen.dtl,19
mai,e6e,"입에 드러가써.. 퉤, 퉤. 으에에..","Vào miệng rồi... phun, phun... ối...",e_semen.dtl,20
mai,e6f,"으..","Ờ...",e_semen.dtl,21
mai,e70,"...으음?","...Hửm?",e_semen.dtl,24
mai,e71,"이거, 음음, 뭔가 익숙한데.. 어쩐지 나쁘지 않네 이거.","Cái này, mmm, có vị hơi quen... Thực ra, nó không tệ đến thế phải không?",e_semen.dtl,25
mai,e72,"중독될 거 같아. 씁쓸한 게. 으무움..","Hơi đắng... như nghiện... ừm ư...",e_semen.dtl,26
mai,e73,"으음.. ... 앗!","Ừm... ... Ấy!",e_semen.dtl,27
mai,e74,"어. 보고 있었지. 하하..","Ồ. Cậu đang xem à. Ahaha...",e_semen.dtl,29
choice,e75,"뭔지 모를 걸 함부로 맛 보는건 좋지 않아..","Bỏ thứ không rõ vào miệng không tốt đâu...",e_semen.dtl,30
mai,e76,"맞아, 하지만.. 아무래도 알듯 말듯 하단 말야.","Ừ nhỉ... nhưng cứ như biết mà không biết ấy.",e_semen.dtl,32
mai,e77,"비리고 쓴게.. 뭐였지. 저기, 뭔지 알겠어? 한번 맛볼래? 자..","Tanh và đắng... là gì nhỉ? Này, cậu biết không? Nếm thử xem? Nào...",e_semen.dtl,33
choice,e78,"으악!","Ối!",e_semen.dtl,34
choice,e79,"갑자기 입에 넣지 마!","Đừng có đột nhiên bỏ vào miệng chứ!",e_semen.dtl,35
mai,e7a,"하하하! 그렇게 질겁하다니, 장난이야.","Haha! Không sợ thế chứ, đùa thôi mà.",e_semen.dtl,37
choice,e7b,"이거.. 누가 봐도 '그거' 니까.","Đây rõ ràng là... ""thứ đó,"" cậu biết đấy...",e_semen.dtl,38
mai,e7c,"어? '그거' 라고? 그게 뭔데?","Ể? 'Cái đó' là? Gì cơ?",e_semen.dtl,40
narration,e7d,"천진난만하게 웃는 마이의 귀에 속삭인다.","Tôi thì thầm vào tai Mai đang cười vô tư.",e_semen.dtl,41
mai,e7e,".....","...",e_semen.dtl,42
mai,e7f,"정액?","Tinh trùng?",e_semen.dtl,44
mai,e80,"..생선의 정액 요리 말하는 거?","...Ý cậu là, cá sữa? Nguyên liệu nấu ăn?",e_semen.dtl,45
mai,e81,"사람의 거? 어.. 어째서 이게 천장에서 떨어지는데..?","Của người hả? Ể... sao cái này từ trần rơi xuống...?",e_semen.dtl,46
choice,e82,"보나마나 코니알이 장난친 거겠지.","Chắc Konial giỡn thôi.",e_semen.dtl,47
choice,e83,"이런 짓궂은 걸 좋아하니까.","Cô ấy hoàn toàn thích kiểu nghịch ngợm này.",e_semen.dtl,48
mai,e84,"...그러고 보니 생각보다 끈적하고.. 냄새도 비리고.","...Nói mới nhớ, nhầy nhụa quá... mùi cũng tanh.",e_semen.dtl,49
mai,e85,"..저기, 역시 티슈 있어? ..흐에엥..","...Này, cậu có khăn giấy không?... Hu hu...",e_semen.dtl,51
narration,e86,"마침 주머니에 남은 꼬깃꼬깃한 티슈 몇 장을 마이에게 건낸다. 마이는 울먹이며 머리에 묻은 정액(?)을 닦는다","Tôi đưa cho Mai mấy chiếc khăn giấy nhàu nát mà tôi để trong túi. Cô ấy lau sạch tinh dịch(?) trên đầu, mắt ngấn lệ.",e_semen.dtl,52
mai,e87,"으에에.. 잘 안 닦이잖아..","Ewww...nó không xóa được...",e_semen.dtl,53
mai,e88,"저기. 나좀 도와 줘. 머리 위는 안보여서..","Chào. Giúp tôi ra đây. Tôi không thể nhìn thấy đỉnh đầu của mình...",e_semen.dtl,54
choice,e89,"에엣, 그게.","Ể, cái đó thì...",e_semen.dtl,55
mai,e8a,"정말! 기겁하지 말라니까! 어디까지 도망가는 거야.","Trời! Bảo đừng sợ mà! Trốn đi đâu thế.",e_semen.dtl,58
mai,e8b,"정액은 익숙하지 않아? 남자잖아.","Cậu không quen với tinh dịch? Cậu là một chàng trai phải không?",e_semen.dtl,59
choice,e8c,"아니, 생판 남의 건 예외야..","Không, của người lạ khác chứ...",e_semen.dtl,60
choice,e8d,"마이야말로 내 정액 좋아하잖아.","Cậu là người có quyền nói chuyện, Mai. Cậu yêu tinh dịch của tôi.",e_semen.dtl,61
mai,e8e,"나도 누군지 모를 사람의 정액은 예외거든! 네 거라 가능했던 거란 말야.","Tớ cũng không ăn tinh trùng người lạ được! Vì của cậu nên mới ổn đó.",e_semen.dtl,62
mai,e8f,"정말.. 난 이름도 모를 사람의 정액을 뒤집어 써버린 거잖아.","Chúa ơi... tôi vừa bị dính tinh trùng của Rando.",e_semen.dtl,64
mai,e90,"영문도 모른 채 남의 아기씨를 얼굴 한가득 받아 버렸어..","Dính cả lên mặt... đen thật sự...",e_semen.dtl,65
choice,e91,"우읏.","Ự.",e_semen.dtl,66
mai,e92,"어때? 남자로써 가만히 보고 있는거야~? 이대로면 아래쪽까지 흘러 버린다고?","Vì thế? Cậu định đứng đó và xem như một người đàn ông à? Với tốc độ này nó sẽ nhỏ giọt xuống dưới đây, cậu biết không?",e_semen.dtl,67
choice,e93,"마이.. 그런 식으로 질투를 유발하다니.","Mai... cậu đang cố gây ghen đúng không.",e_semen.dtl,68
mai,e94,"자신 외의 남의 정액으로.. 나를 마킹시키는 것을 두고만 볼거야?","Để tớ bị người đàn ông khác đánh dấu bằng tinh trùng... cậu đứng nhìn à?",e_semen.dtl,69
mai,e95,"헤헷~ 엉덩이쪽은 손이 안 닿으니까~ 네가 도와주지 않으면..?","Hehe... Tôi không thể tự mình chạm tới mông được... Vậy trừ khi cậu giúp tôi...?",e_semen.dtl,71
narration,e96,"나 이외의 다른 녀석의 흔적이 남는다는 상상 만으로, 마음속의 독점욕을 건드리기 시작한다.","Chỉ cần tưởng tượng ra dấu vết của một chàng trai nào khác để lại trên người cô ấy cũng đã khơi dậy tính chiếm hữu trong tôi.",e_semen.dtl,72
narration,e97,"마이는 나를 테스트하듯 온 몸에 흐르는 흰 액체를 더 이상 손대지 않은 채 짓궂은 미소를 지으며 나의 반응을 바라보고만 있다.","Mai như thử thách tôi, giữ nguyên chất lỏng trắng chảy trên người, nở nụ cười tinh nghịch dò phản ứng.",e_semen.dtl,73
choice,e98,"(티슈로 깨끗히 닦아 준다.)","(Lau sạch bằng khăn giấy.)",e_semen.dtl,74
mai,e99,"알기 쉽다니까 너는, 자! 구석구석 깨끗하게 닦아 줘!","Cậu rất dễ đọc, cậu biết không? Hiện nay! Lau sạch cho tôi đến từng chỗ cuối cùng!",e_semen.dtl,76
narration,e9a,"결국 티슈를 한뭉치 쓴 후에 겨우 모든 정액을 닦아낼 수 있었다.","Dùng cả nắm khăn giấy mới lau hết tinh trùng.",e_semen.dtl,77
mai,e9b,"좋아. 이제 더 묻은 곳 없겠지? 수고했어!","Được rồi. Không còn chỗ bẩn nữa nhỉ? Mệt quá!",e_semen.dtl,79
mai,e9c,"냄새는 좀 남아있지만.. 어쩔 수 없나.","Mùi còn hơi vương... nhưng thôi kệ.",e_semen.dtl,80
choice,e9d,"아니, 냄새도 확실하게 없애야지.","Không, mùi cũng phải sạch hẳn.",e_semen.dtl,81
mai,e9e,"오? 어떻게? 향수라던가 없잖..","Ồ? Bằng cách nào? Có nước hoa đâu.",e_semen.dtl,82
choice,e9f,"(닦아주지 않는다.)","(Đừng giúp làm sạch cô ấy.)",e_semen.dtl,83
narration,ea0,"궂이 닦아내지 않아도 마이가 나의 소유라는 것을 확실하게 표시할 방법이 있다.","Gạt sang một bên, có một cách để làm rõ ràng rằng Mai thuộc về tôi.",e_semen.dtl,84
narration,ea1,"나는 천천히, 마이에게 다가간다.","Tôi từ từ tiếp cận Mai.",e_semen.dtl,85
mai,ea2,"..으읍?!","...Ừm?!",e_semen.dtl,90
