key,en,jp,ko,zh,cn
,,,,,
<!MissingKey:3773:This is...>,This is...,ここが…,이곳이..,這裡就是……,这里就是……
"<!MissingKey:3774:Yeah... Pazuzu, that asshole...>","Yeah... Pazuzu, that asshole...",そうか…パズズ、あいつ…,그래.. ..파주주 그 녀석..,是啊……帕祖祖那傢伙……,是啊……帕祖祖那家伙……
,,,,,
<!MissingKey:3776:And don't blame yourself.>,And don't blame yourself.,自分を責めたりもしないで。,자책하지도 말고.,也不要責怪自己。,也不要责怪自己。
"<!MissingKey:3777:That's... yes, I believe... it's probably my mark.>","That's... yes, I believe... it's probably my mark.",その……ええ、確かに……私ので…間違いないと思います…,"그게. 네, 아마.. 제 자국이 맞는 거 같아요.",那個……是的，大概……確實是我留下的痕跡。,那个……是的，大概……确实是我留下的痕迹。
"<!MissingKey:3778:We worked together, grew close to everyone just to escape this place... And now you're telling us it all leads to death...>","We worked together, grew close to everyone just to escape this place... And now you're telling us it all leads to death...",ここを出るためにみんなで協力して…仲良くもなれたのに、その結果が死に向かうことだったなんて…,이곳을 나가기 위해 모두와 협력하고 친해졌는데.. 그 결과가 죽음을 향해야 하는 게..,為了離開這裡，大家一起合作、變得親近……結果卻是走向死亡……,为了离开这里，大家一起合作、变得亲近……结果却是走向死亡……
<!MissingKey:3779:I-I don't know! Demons can't feel sexual desire by nature! ...But when I used that... Bracelet thing... I felt something for the first time in my life.>,I-I don't know! Demons can't feel sexual desire by nature! ...But when I used that... Bracelet thing... I felt something for the first time in my life.,し……知るか！悪魔は生まれつき性欲を持たないんだ！……でも……あのブレスレットを使った時……生まれて初めての感覚があったんだ。,모..몰라! 악마는 선천적으로 성욕을 못 느끼니까! ..하지만 그.. 팔찌라는 걸 사용할 때.. 생전 처음 느끼는 기분이 들었어.,我……我不知道！惡魔天生就感受不到性慾！……但是那個……用手鐲的時候……有種前所未有的感覺。,我……我不知道！恶魔天生就感受不到性欲！ ……但是那个……用手镯的时候……有种前所未有的感觉。
,,,,,
<!MissingKey:3781:I can't let something you treasure that much go up in flames.>,I can't let something you treasure that much go up in flames.,大切にしてるものを燃やされるわけにはいかないからね。,귀중하게 여기는 걸 불타게 둘 순 없지.,妳珍視的東西，我不會讓它們被燒掉的。,妳珍视的东西，我不会让它们被烧掉的。
<!MissingKey:3782:Th-that can't be... Then wh-wh-what are we supposed to do!?>,Th-that can't be... Then wh-wh-what are we supposed to do!?,そ、そんな……じゃあ…どどどうすればいいんですか！,그.. 그럴수가. 그럼 어떻게 해..해해해야 하죠!,怎、怎麼會？那、那那那該怎麼辦啊！,怎、怎么会？那、那那那该怎么办啊！
<!MissingKey:3783:I take a closer look at the shape on the window.>,I take a closer look at the shape on the window.,窓にできた形をじっと見つめる。,창문에 생긴 형체를 자세히 바라본다.,仔細端詳著窗戶上留下的痕跡。,仔细端详着窗户上留下的痕迹。
,,,,,
"<!MissingKey:3785:The Sacred Relic housed within this train... you placed a tracking spell inside it, didn't you?>","The Sacred Relic housed within this train... you placed a tracking spell inside it, didn't you?",この電車に宿った聖遺物……その中に、位置を追跡する魔法を仕込んでたとはな。,이 전차에 담긴 성물.. 그 안에 위치를 추적할 수 있는 마법을 걸어 놨을 줄이야.,這輛電車裡的聖物……妳竟然在裡面設置了追蹤魔法。,这辆电车里的圣物……妳竟然在里面设置了追踪魔法。
,,,,,
"<!MissingKey:3787:Ahhn... Hehe... This has already gotten quite hard, hasn't it?>","Ahhn... Hehe... This has already gotten quite hard, hasn't it?",…んっ…ふふ…こっちは…もう大きくなってますね…,아앙.. 후후.. 이쪽은 이미 커져 버렸네요.,啊嗯……呵呵……這邊已經硬起來了呢。,啊嗯……呵呵……这边已经硬起来了呢。
"<!MissingKey:3788:Kee-hee-hee. You filled the onahole with so much semen, it's overflowing. Impressive.>","Kee-hee-hee. You filled the onahole with so much semen, it's overflowing. Impressive.",きひひ…オナホの中が精液でいっぱいになって溢れてきたぞ。すごいじゃないか。,키히히. 오나홀 안이 정액으로 가득해서 넘쳐 버렸네. 대단한걸.,咿嘻嘻……飛機杯裡面被精液灌滿，都溢出來了呢……好厲害喔～,咿嘻嘻……飞机杯里面被精液灌满，都溢出来了呢……好厉害喔～
"<!MissingKey:3789:Hehe, feeling like you're gonna cum? Hmm? *slurp*... Bleeh...>","Hehe, feeling like you're gonna cum? Hmm? *slurp*... Bleeh...",ひひっ、イきそう？んん…？ちゅるるっ…べぇー…,"히힛, 쌀 거 같아? 으응..? 쥬르릅.. 베에.",嘻嘻，要射了嗎？嗯～？啾嚕嚕……咧哈～,嘻嘻，要射了吗？嗯～？啾噜噜……咧哈～
"<!MissingKey:3790:(I grip the smooth coffee-colored stockings and tear them open. Just like Mai said... her pussy, drenched in love juice, shyly reveals itself.)>","(I grip the smooth coffee-colored stockings and tear them open. Just like Mai said... her pussy, drenched in love juice, shyly reveals itself.)",(艶やかなコーヒー色のストッキングを力を込めて引き裂く。舞の言う通り…愛液でぐちょぐちょに濡れたおまんこが、その姿を現した。),(매끈한 커피색 스타킹을 힘을 주고 찢는다. 마이의 말대로.. 애액으로 범벅된 보지가 수줍은 듯 모습을 드러낸다.),（用力撕開那滑順的咖啡色絲襪，正如舞所說的……沾滿愛液的私處害羞地露了出來。）,（用力撕开那滑顺的咖啡色丝袜，正如舞所说的……沾满爱液的私处害羞地露了出来。）
<!MissingKey:3791:.....>,.....,…,.....,嗯……,嗯……
<!MissingKey:3792:Ahaha! Obviously!>,Ahaha! Obviously!,あははっ！当然でしょ。,하핫! 당연하지.,嘿嘿！那當然啦。,嘿嘿！那当然啦。
"<!MissingKey:3793:So, feeling like talking now?>","So, feeling like talking now?",…もう話す気になった？,이제 말할 생각이 든 거야?,現在願意開口說了嗎？,现在愿意开口说了吗？
<!MissingKey:3794:...That form is...?>,...That form is...?,……あの姿は…？,..저 모습은?,……那個樣子是？,……那个样子是？
,,,,,
<!MissingKey:3796:...Hm?>,...Hm?,…ん？,..응?,……嗯？,……嗯？
<!MissingKey:3797:There's no way we could've gone back and stopped what happened.>,There's no way we could've gone back and stopped what happened.,過去に戻って事件も防げなかったと思う。,과거로 돌아가 사고를 막을 수 없었을 거야.,就算回到過去，也阻止不了那場事件的。,就算回到过去，也阻止不了那场事件的。
,,,,,
<!MissingKey:3799:For someone who says that...>,For someone who says that...,そう言う割には…,그런 거 치곤..,話是這麼說……,话是这么说……
<!MissingKey:3800:You went all the way inside so quickly... Were you that eager...?>,You went all the way inside so quickly... Were you that eager...?,奥まで一気に…入ってきて…っ！…そ、そんなに…んっ…入れたかったんですね…？,안쪽까지 바로 들어와버려서.. 그렇게 급했던 건가요..?,一下子就插到最深處了……您這麼急嗎……？,一下子就插到最深处了……您这么急吗……？
"<!MissingKey:3801:Right? I mean, I can stand without you holding me, but... this way you can go way deeper, y'know?>","Right? I mean, I can stand without you holding me, but... this way you can go way deeper, y'know?",だしょ？掴まなくても立ってられるけど…こうすると、もっと奥まで突けるからさ。,그치? 잡아주지 않아도 서있을 수 있지만.. 이렇게 하면 더 깊이 박을 수 있으니까.,對吧？就算你不扶著我也站得住啦……但這樣的話可以插得更深唷。,对吧？就算你不扶着我也站得住啦……但这样的话可以插得更深唷。
<!MissingKey:3802:Absolutely.>,Absolutely.,もちろん。,당연하지.,當然。,当然。
<!MissingKey:3803:Maybe Pazuzu's trapped at one of them? Let's check out every single one we can!>,Maybe Pazuzu's trapped at one of them? Let's check out every single one we can!,その中のどれかにパズズが閉じ込められてんのかな？んじゃ、行けるとこ全部回ってみよ！,그 중 하나에 파주주가 갇혀 있는 걸까? 가능한 곳은 전부 들러 보자!,帕祖祖會不會就被關在其中一個？把能去的地方全都跑一遍吧！,帕祖祖会不会就被关在其中一个？把能去的地方全都跑一遍吧！
,,,,,
<!MissingKey:3805:And that original... is me...>,And that original... is me...,それで…そのオリジナルは僕と…,그 원본은 나고..,而那個本尊就是我……,而那个本尊就是我……
,,,,,
<!MissingKey:3807:That's the name of the station where we got on!>,That's the name of the station where we got on!,僕たちが乗った駅の名前だ！,우리가 탔던 역 이름이야!,是我們當初上車的那個站名！,是我们当初上车的那个站名！
"<!MissingKey:3808:The hand holding my cock slides down, guiding it beneath her panties and pushing my glans first into the impossibly tight gap between her plump Thighs.>","The hand holding my cock slides down, guiding it beneath her panties and pushing my glans first into the impossibly tight gap between her plump Thighs.",掴んだ手がそのまま下がり、彼女のパンツの下、ふっくらと肉付きのいい両太ももの狭苦しい隙間に、亀頭が押し込まれていく。,"자지를 쥔 손이 그대로 내려와 그녀의 팬티 아래, 포동하게 살이 오른 양 허벅지의 좁디좁은 틈새로 나의 귀두부터 밀어넣는다.",握著肉棒的手就這樣往下移動，在她內褲下方，將我的龜頭塞進那對肉感十足的大腿狹窄縫隙裡。,握着肉棒的手就这样往下移动，在她内裤下方，将我的龟头塞进那对肉感十足的大腿狭窄缝隙里。
<!MissingKey:3809:Please let me use your mouth.>,Please let me use your mouth.,口でさせてください！,입으로 하게 해 주세요!,請用嘴幫我！,请用嘴帮我！
<!MissingKey:3810:There's nothing wrong with being passionate about something.>,There's nothing wrong with being passionate about something.,何かに夢中になるのは悪いことじゃないよ。,무언가에 열중하는 건 잘못된 게 아니야.,熱衷於某件事並沒有錯。,热衷于某件事并没有错。
<!MissingKey:3811:Good day to you. Did you have a pleasant exploration?>,Good day to you. Did you have a pleasant exploration?,お疲れ様でございます。探索はお楽しみいただけましたでしょうか？,안녕하십니까. 즐거운 탐색 되셨나요?,您好，探索還順利嗎？,您好，探索还顺利吗？
<!MissingKey:3812:...Yes. That's reassuring. The exploration has gone smoothly precisely because you were here.>,...Yes. That's reassuring. The exploration has gone smoothly precisely because you were here.,……はい。安心しますね。確かに、あなたがいてくれたから、ここまでの探索も順調でしたし。,..네. 안심이 되네요. 확실히 당신이 있었기에 지금까지 탐색이 순조로웠으니까요.,……嗯。讓人安心呢，確實多虧有你在，探索才能這麼順利。,……嗯。让人安心呢，确实多亏有你在，探索才能这么顺利。
<!MissingKey:3813:Are you kidding? They'll obviously be confiscated if I go back anyway.>,Are you kidding? They'll obviously be confiscated if I go back anyway.,冗談だろう？どうせ戻ったところで没収されるだけだ。,장난해? 어차피 돌아가면 몰수당할 게 뻔하잖아.,開什麼玩笑？反正回去也一定會被沒收的。,开什么玩笑？反正回去也一定会被没收的。
,,,,,
"<!MissingKey:3815:You only get this rough at times like these, you totally caught me off guard.>","You only get this rough at times like these, you totally caught me off guard.",こういう時だけめっちゃ強引になるから、びっくりしたじゃん。,"이럴 때만 무척 난폭해져서는, 깜짝 놀랐어.",只有這種時候才會變得這麼粗暴，嚇了我一跳。,只有这种时候才会变得这么粗暴，吓了我一跳。
<!MissingKey:3816:That was not your fault. It was my own carelessness...>,That was not your fault. It was my own carelessness...,それは皆様のせいではございません。わたくしが不注意だったために…,그건 여러분의 잘못이 아닙니다. 제가 조심하지 않은 탓에..,那不是各位的錯，是鄙人自己不夠謹慎……,那不是各位的错，是鄙人自己不够谨慎……
<!MissingKey:3817:...>,...,…,...,……,……
"<!MissingKey:3818:Hah? Let me clear up any misunderstandings. A Lust Ticket doesn't become mine the moment you, Butler, collect and offer it up.>","Hah? Let me clear up any misunderstandings. A Lust Ticket doesn't become mine the moment you, Butler, collect and offer it up.",はぁ？勘違いしないように言っておくが、情念チケットはお前が回収して献上した時点で我のものになるわけじゃないんだぞ。,하? 오해하고 있는 게 있을까봐 말해 둘게. 정념 티켓은 집사 네가 수거해서 바치는 순간 내 것이 되는 게 아냐.,蛤？怕你有什麼誤會先說清楚，情念票券可不是你收集來上繳的那一刻才變成我的東西。,蛤？怕你有什么误会先说清楚，情念票券可不是你收集来上缴的那一刻才变成我的东西。
<!MissingKey:3819:...>,...,…,.....,我……,我……
<!MissingKey:3820:Wh-what? Konial asked you something?>,Wh-what? Konial asked you something?,な…なんですか？コニアルさんがお願い？,뭐.. 뭐죠? 코니알이 부탁?,什……什麼？柯尼亞爾拜託你？,什……什么？柯尼亚尔拜托你？
"<!MissingKey:3821:Yeah, I'll apologize for pretending not to know you. That little shock just now brought it all back. Pazuzu, right?>","Yeah, I'll apologize for pretending not to know you. That little shock just now brought it all back. Pazuzu, right?",なるほど…知らんと言ったことを謝罪しよう。さっきの衝撃で完全に思い出したぞ。パズズ、だな？,"그래, 누군지 모른다고 한 거 사과할게. 방금 충격으로 완전 떠올랐어. 파주주. 맞지?",是啊，之前說不認識妳，我道歉，剛才那一撞，完全想起來了。帕祖祖，對吧？,是啊，之前说不认识妳，我道歉，刚才那一撞，完全想起来了。帕祖祖，对吧？
,,,,,
,,,,,
"<!MissingKey:3824:Yeah, sure. Still, having a pest aboard my Train 45 doesn't sit right with me. So.>","Yeah, sure. Still, having a pest aboard my Train 45 doesn't sit right with me. So.",ふん。我の45番電車に害虫が一緒に乗ってるのは、どうにも気に食わないのよ。だから…,아무렴. 그래도 내 45번 전차에 해충과 같이 탑승해 있는 건 영 꺼림칙하단 말이지. 그래서.,隨便啦～但讓害蟲跟我待在同一輛45號列車上總覺得很不舒服，所以呢……,随便啦～但让害虫跟我待在同一辆45号列车上总觉得很不舒服，所以呢……
"<!MissingKey:3825:But like, as I walked toward the platform, my battery started charging bit by bit? And when I got on the train, my phone turned on! Do all trains do that nowadays?>","But like, as I walked toward the platform, my battery started charging bit by bit? And when I got on the train, my phone turned on! Do all trains do that nowadays?",そしたらさ、ホームに向かってる途中でバッテリーがちょっとずつ復活してきてさ？そのまま電車に乗ったら、なんかスマホの電源入ったんだけど！？最近の電車ってみんなこうなの？,근데 승강장으로 향하면서 배터리가 조금씩 차는거 있지? 그대로 전차에 오르니까 폰이 켜졌다니까? 요즘 전차는 다 이런가?,結果走去月台的時候，手機竟然慢慢在充電耶！上電車之後手機就突然開機了！現在的電車都這麼厲害嗎？,结果走去月台的时候，手机竟然慢慢在充电耶！上电车之后手机就突然开机了！现在的电车都这么厉害吗？
<!MissingKey:3826:Peking Duck>,Peking Duck,北京ダック,북경오리,北京烤鴨,北京烤鸭
<!MissingKey:3827:You haven't been with me recently... I got lonely... And you're the one who showed me how good this feels in the first place...>,You haven't been with me recently... I got lonely... And you're the one who showed me how good this feels in the first place...,最近は…あまり私と…してくださらないから、寂しくなって…そもそも、私にこんな気持ち良いことを教えてくださったのは、あなたなんですよ…！,최근엔 저랑 함께해주지 않으시니까요.. 외로워져서.. 애초에 제게 이런 기분 좋은 거 알려 주신 건 당신이니까..,因為您最近都不跟我待在一起……太寂寞了……而且，當初讓我知道這種舒服感覺的人是您吧……,因为您最近都不跟我待在一起……太寂寞了……而且，当初让我知道这种舒服感觉的人是您吧……
,,,,,
<!MissingKey:3829:Let's give her a moment to calm down before we listen...>,Let's give her a moment to calm down before we listen...,とりあえず少し落ち着いてから聞きましょう…,일단은 좀 진정된 후에 듣도록 하죠..,先讓她稍微冷靜一下再聽吧……,先让她稍微冷静一下再听吧……
"<!MissingKey:3830:Now that we're at the very back, there are far fewer items on display. The things here somehow look familiar.>","Now that we're at the very back, there are far fewer items on display. The things here somehow look familiar.",でも、ここまで来ると物がだいぶ減りましたね。それに、どれも何だか見覚えがあります。,맨 뒷칸이 되니 진열된 물건이 많이 줄었어요. 이쪽의 물건들은 왠지 낯익네요.,到了最後一節車廂，陳列的物品少了很多呢，這邊的東西總覺得有些眼熟。,到了最后一节车厢，陈列的物品少了很多呢，这边的东西总觉得有些眼熟。
,,,,,
<!MissingKey:3832:(...)>,(...),(…),(..),（……）,（……）
<!MissingKey:3833:Yeah... I guess there's no way around it.>,Yeah... I guess there's no way around it.,そうだよね…仕方ないか。,그렇네.. 어쩔 수 없는 거구나.,說得也是……沒辦法。,说得也是……没办法。
,,,,,
"<!MissingKey:3835:Yes, if you say so... Let's sit here and rest for a moment.>","Yes, if you say so... Let's sit here and rest for a moment.",はい、あなたがそうおっしゃるなら…ここに座って、少し休んでいきましょう。,"네, 그러시다면.. 여기 앉아서 잠시 쉬었다 가죠.",好的，您這麼說的話……先坐在這裡休息一下吧。,好的，您这么说的话……先坐在这里休息一下吧。
"<!MissingKey:3836:No, a total stranger's is a different story...>","No, a total stranger's is a different story...",いや、赤の他人のは別だろ…,"아니, 생판 남의 건 예외야..",不是啊，完全不認識的人的就另當別論了……,不是啊，完全不认识的人的就另当别论了……
,,,,,
"<!MissingKey:3838:From small buttons to old magazines, handbags, even bicycles. Anything my beak and talons can grasp, I have gathered indiscriminately.>","From small buttons to old magazines, handbags, even bicycles. Anything my beak and talons can grasp, I have gathered indiscriminately.",小さなボタン、古い雑誌、ハンドバッグ、自転車まで。わたくしの嘴と爪で掴めるものは、手当たり次第に集めておりました。,"작은 단추부터 잡지, 핸드백, 자전거까지. 제 부리와 발톱이 쥘 수 있는 건 닥치는대로 모아 왔죠.",從小鈕扣到雜誌、手提包、自行車，只要鄙人的鳥喙和爪子能抓住的，都會一個不落地收集起來。,从小钮扣到杂志、手提包、自行车，只要鄙人的鸟喙和爪子能抓住的，都会一个不落地收集起来。
"<!MissingKey:3839:Then stockings or a bra definitely won't work either... And body hair is out too, of course.>","Then stockings or a bra definitely won't work either... And body hair is out too, of course.",となると…ストッキングやブラジャーはちょっとダメですね…もちろん、毛も。,그럼 더더욱 스타킹이나 브래지어는 안 되겠군요.. 물론 털도.,這麼說來，絲襪或胸罩就更不行了呢……當然體毛也是。,这么说来，丝袜或胸罩就更不行了呢……当然体毛也是。
<!MissingKey:3840:I'm perfectly fine.>,I'm perfectly fine.,私は何ともありませんけど。,저는 아무렇지도 않은데.,什麼事都沒有啊。,什么事都没有啊。
,,,,,
,,,,,
<!MissingKey:3843:...>,...,…,....,……,……
"<!MissingKey:3844:Still, it's much better than the entrance. Now then... let me see what's around here...>","Still, it's much better than the entrance. Now then... let me see what's around here...",それでも入口付近よりはだいぶマシですね。えっと…この辺りの物は…,그래도 입구보단 한결 낫네요. 어디.. 이 주변의 물건들은..,不過比入口那邊好多了呢，讓我看看……這附近的東西是……,不过比入口那边好多了呢，让我看看……这附近的东西是……
<!MissingKey:3845:(...)>,(...),(…),(...),（……）,（……）
<!MissingKey:3846:...Thank goodness those humans aren't here. What would they think of gods if they heard such a pathetic reason?>,...Thank goodness those humans aren't here. What would they think of gods if they heard such a pathetic reason?,…あの人間どもがいなくてよかったわ、こんな話を聞かれたら、神をどう思うか…,..그 인간 녀석들이 없어서 다행이야. 이런 유치한 이유를 들으면 신을 어떻게 생각하겠어?,……還好那些人類不在。要是讓他們聽到這麼幼稚的理由，又會怎麼看天神啊？,……还好那些人类不在。要是让他们听到这么幼稚的理由，又会怎么看天神啊？
<!MissingKey:3847:Good day to you! I'm so sorry for making you come all this way!>,Good day to you! I'm so sorry for making you come all this way!,お疲れ様でございます。わざわざお越しいただき、申し訳ございません。,안녕하십니까. 직접 발걸음 하게 해서 죄송합니다!,您好，讓您親自跑一趟，真是萬分抱歉！,您好，让您亲自跑一趟，真是万分抱歉！
<!MissingKey:3848:I thank you. ...Please do take care out there.>,I thank you. ...Please do take care out there.,こちらこそ…どうかお気をつけて。,감사합니다. ..몸 조심히 다녀오시길.,感謝您。請多保重。,感谢您。请多保重。
<!MissingKey:3849:Yes. It appears quite portable and comfortable to carry for extended periods.>,Yes. It appears quite portable and comfortable to carry for extended periods.,はい、携帯にも便利ですし。長期間、手にお持ちになっても差し支えないように見受けられますが。,"네, 휴대하기도 좋고 장기간 들고 있기에 불편함이 없어 보입니다만.",是的，攜帶方便，長時間拿著似乎也不會造成不便。,是的，携带方便，长时间拿着似乎也不会造成不便。
<!MissingKey:3850:It keeps moving to catch a glimpse under your skirt.>,It keeps moving to catch a glimpse under your skirt.,怜奈のスカートの隙間を見ようとして動いてるから。,레이나의 치마 틈새를 보기 위해 움직이니까.,因為它是為了偷看怜奈妳的裙底才移動的。,因为它是为了偷看怜奈妳的裙底才移动的。
,,,,,
<!MissingKey:3852:Go Back>,Go Back,戻る,뒤로 가기,返回,返回
"<!MissingKey:3853:Hnn... Go ahead, feel for yourself... See how wet I am.>","Hnn... Go ahead, feel for yourself... See how wet I am.",んっ…触ってみてください…こんなに濡れてるんですよ。,흐읏.. 만져보세요.. 이렇게 젖어 있잖아요.,呼嗯……您摸摸看嘛……都濕成這樣了。,呼嗯……您摸摸看嘛……都湿成这样了。
<!MissingKey:3854:Huff... Yeah... That was amazing.>,Huff... Yeah... That was amazing.,はぁっ…うん…すごいね…,허억.. 응.. 대단해.,呼啊……嗯……太厲害了。,呼啊……嗯……太厉害了。
<!MissingKey:3855:Thank you.>,Thank you.,ありがとう。,감사합니다.,謝謝妳。,谢谢妳。
<!MissingKey:3856:The numbers written on this swimsuit led us here.>,The numbers written on this swimsuit led us here.,この水着に書いてあった数字を辿ってきたんだ。,이 수영복에 적힌 숫자대로 온 거거든.,我是按照這件泳裝上標的數字來到這裡的。,我是按照这件泳装上标的数字来到这里的。
,,,,,
<!MissingKey:3858:Haa... That's the second time now.>,Haa... That's the second time now.,はぁ…もう二回目か。,하아.. 벌써 두번째.,哈啊……這已經是第二次了。,哈啊……这已经是第二次了。
"<!MissingKey:3859:I see... So basically, Koni... Lamashtu is the bad guy, right? And we got dragged into her evil scheme against our will.>","I see... So basically, Koni... Lamashtu is the bad guy, right? And we got dragged into her evil scheme against our will.",そっか……とにかくコニ…ラマシュトゥは悪いヤツってことだよね？んで、あたしたちはその悪事に巻き込まれちゃったってわけ。,그렇..구나. 어쨌든 코니..라마슈투는 나쁜 녀석이라는 거지? 우리는 그 나쁜짓에 억울하게 휘말린 거고.,原來……是這樣啊，總之柯尼……拉瑪什圖是壞傢伙對吧？我們是被無辜牽連進去的。,原来……是这样啊，总之柯尼……拉玛什图是坏家伙对吧？我们是被无辜牵连进去的。
<!MissingKey:3860:Butler...>,Butler...,執事さん…,집사 씨..,執事先生……,执事先生……
"<!MissingKey:3861:Y-You're here to exchange items, yes? As it happens, we have received new stock, so...>","Y-You're here to exchange items, yes? As it happens, we have received new stock, so...",け…景品。景品の交換にいらしたのですよね？ちょうど新しいものを入荷いたしましたので…,사..상품. 상품을 교환하러 오신 거죠? 마침 새로운 게 입고되었으니..,商……商品。您是來兌換商品的吧？正好有新貨到了……,商……商品。您是来兑换商品的吧？正好有新货到了……
<!MissingKey:3862:I see...>,I see...,そうなんですね…,그렇군요..,原來如此……,原来如此……
<!MissingKey:3863:Yeah! That's a super famous gyaru magazine. TopTeen. I remember sneaking peeks at my older sisters' copies when I was little.>,Yeah! That's a super famous gyaru magazine. TopTeen. I remember sneaking peeks at my older sisters' copies when I was little.,そうそう、超有名なギャル雑誌。TopTeenってやつ。小さい頃、お姉ちゃんたちが読んでるのをこっそり借りて見てたから覚えてるわ～,맞아. 엄청 유명한 갸루 잡지. TopTeen이야. 어릴 때 언니들이 보던 걸 몰래 봐서 기억하고 있어.,對啊，這是超有名的辣妹雜誌《TopTeen》唷。小時候我偷看姐姐們看過，所以記得。,对啊，这是超有名的辣妹杂志《TopTeen》唷。小时候我偷看姐姐们看过，所以记得。
"<!MissingKey:3864:When someone you'd never expect to talk to in your entire life approaches you first, you naturally respond with caution.>","When someone you'd never expect to talk to in your entire life approaches you first, you naturally respond with caution.",恐らく一生会話する機会が無さそうなタイプの人からいきなり声をかけられ、動揺の色を隠せないまま返事をする。,평생 대화할 일 없을 거 같은 사람이 먼저 말을 걸어오면 대게 그렇듯 경계하며 대답한다.,當這種感覺這輩子都不會有交集的人主動來搭話時，我通常都會像現在這樣有些警戒。,当这种感觉这辈子都不会有交集的人主动来搭话时，我通常都会像现在这样有些警戒。
"<!MissingKey:3865:Kihihi, good. I spelled it out so clearly, there's no way you could miss it.>","Kihihi, good. I spelled it out so clearly, there's no way you could miss it.",キヒヒ、そうそう。ここまで説明して分からんって事はないだろう。,"키히히, 그래. 이렇게까지 설명하는데 모를 수가 없지.",咿嘻嘻，很好。都解釋到這個地步了，不可能不懂了吧？,咿嘻嘻，很好。都解释到这个地步了，不可能不懂了吧？
"<!MissingKey:3866:Stroke, stroke... haah... haah... Yes. Please ejaculate... whenever you are ready.>","Stroke, stroke... haah... haah... Yes. Please ejaculate... whenever you are ready.",しこしこ…はぁ…はぁ…はい…射精してください…いつでも、お好きな時に…,문질문질.. 하아.. 하아.. 네. 사정해 주십시오.. 언제든지.,搓搓……哈啊……哈啊……是。請射精吧……隨時都可以。,搓搓……哈啊……哈啊……是。请射精吧……随时都可以。
"<!MissingKey:3867:That's not it... I just meant, why would you...>","That's not it... I just meant, why would you...",…いや、そうじゃなくて…なんで…,그게 아니라.. 어째서.,不是那個意思……我是說妳怎麼會……,不是那个意思……我是說妳怎么会……
<!MissingKey:3868:I'm sorry. I was worried I looked like a woman who only cares about... that...>,I'm sorry. I was worried I looked like a woman who only cares about... that...,ごめんなさい、おちんちんだけが好きな女みたいに見えてしまったかもって…,죄송해요. 자지만 좋아하는 여자처럼 보였을까봐..,對不起……您會不會覺得我是個只喜歡陰莖的女人……,对不起……您会不会觉得我是个只喜欢阴茎的女人……
"<!MissingKey:3869:And the items at the end of this car, past the middle section...>","And the items at the end of this car, past the middle section...",そして中間を過ぎて、車両の端にある物は…,그리고 중간을 지나 칸의 끝부분에 있는 물건들은..,然後過了中間，到車廂尾端的物品就是……,然后过了中间，到车厢尾端的物品就是……
"<!MissingKey:3870:It's not that I just like your cock... I mean, it's because it's *yours*... I'm not the kind of woman who only wants that...>","It's not that I just like your cock... I mean, it's because it's *yours*... I'm not the kind of woman who only wants that...",おちんちんが好きなわけじゃなくて…その…！あ、あなたのおちんちんだから…私はそんな、おちんちんなら何でも良いとかそういうんじゃ…,"자지가 좋다는 게 아니라.. 그게, 당신의 자지니까.. 저는 그렇게 자지만을 원한다거나..",不是說喜歡那個……而是，那個，因為是您的……我並不是那種只想要陰莖的……,不是说喜欢那个……而是，那个，因为是您的……我并不是那种只想要阴茎的……
<!MissingKey:3871:...Lewd stuff?>,...Lewd stuff?,…エッチなの？,..야한 거?,……色色的東西？,……色色的东西？
<!MissingKey:3872:Could it be...>,Could it be...,もしかして…,혹시..,難道說……,难道说……
<!MissingKey:3873:Could they have just... lived normal lives?>,Could they have just... lived normal lives?,普通に生きていけたんじゃないか？,평소처럼 살 수 있지 않았을까?,是不是就能像平常一樣生活下去呢？,是不是就能像平常一样生活下去呢？
<!MissingKey:3874:...I cannot recall.>,...I cannot recall.,…記憶にございません。,..기억이 나지 않습니다.,……鄙人想不起來。,……鄙人想不起来。
<!MissingKey:3875:Th-Then Konial could be lying about... How much of it is lies... This is getting so confusing...>,Th-Then Konial could be lying about... How much of it is lies... This is getting so confusing...,そ…そうだとしたらコニアルが嘘ついてる可能性も…どこまでが嘘なのか…だんだん分かんなくなってきた…,그..그렇다면 코니알이 거짓말을 하는 걸 수도.. 어디까지가 거짓말인지.. 점점 혼란스럽잖아..,這、這麼說的話，柯尼亞爾說的可能是謊話……到底哪些是假的……越來越搞不清楚了啦……,这、这么说的话，柯尼亚尔说的可能是谎话……到底哪些是假的……越来越搞不清楚了啦……
<!MissingKey:3876:This train was the only place I thought I might find you... I came back so many times... and finally...>,This train was the only place I thought I might find you... I came back so many times... and finally...,唯一あんたに会えそうなこの電車だけ、何度も何度も乗って…やっと…,유일하게 너를 만날 수 있을 거 같은 이 전차만.. 수없이 찾아 다녔는데.. 이제야..,唯一覺得可能遇見你的這班電車……不知道找了多少次……終於……,唯一觉得可能遇见你的这班电车……不知道找了多少次……终于……
