key,jp,ko,vi
<!MissingKey:4061:ひとまず、ここに長居しすぎたから、帰ろう。>,ひとまず、ここに長居しすぎたから、帰ろう。,우선 이곳에서 너무 오래 있었으니 돌아가자.,ひとまず、ここに長居しすぎたから、帰ろう。
<!MissingKey:4062:ちょ、ちょっと待ってください！危ないです！>,ちょ、ちょっと待ってください！危ないです！,자.. 잠깐만요! 위험해요!,ちょ、ちょっと待ってください！危ないです！
,,,
<!MissingKey:4064:…ない。>,…ない。,..없어.,…ない。
<!MissingKey:4065:お…温泉って、こんなに、熱いものだったのか。>,お…温泉って、こんなに、熱いものだったのか。,오.. 온천수가 이렇게 뜨거운 거였구나.,お…温泉って、こんなに、熱いものだったのか。
<!MissingKey:4066:コニアルに会う直前だから…思ったより、奥の方にあると思うよ。>,コニアルに会う直前だから…思ったより、奥の方にあると思うよ。,코니알과 만나기 직전이니까.. 생각보다 깊은 곳에 있을 거야.,コニアルに会う直前だから…思ったより、奥の方にあると思うよ。
<!MissingKey:4067:それも、舞が、自分で…>,それも、舞が、自分で…,그것도 마이가 스스로..,それも、舞が、自分で…
<!MissingKey:4068:か弱い人間にとって、真実はあまりにも過酷ですからね…特に、生きようともがく、あなたたちは、なおさら。>,か弱い人間にとって、真実はあまりにも過酷ですからね…特に、生きようともがく、あなたたちは、なおさら。,"나약한 인간들에게 진실은 너무나 가혹하니까요, ..특히 살고자 발버둥치는 너희들은 더더욱.",か弱い人間にとって、真実はあまりにも過酷ですからね…特に、生きようともがく、あなたたちは、なおさら。
<!MissingKey:4069:今期の、ダークホースだってのに！>,今期の、ダークホースだってのに！,이번 분기 다크호스라고!,今期の、ダークホースだってのに！
<!MissingKey:4070:…あ、その。>,…あ、その。,"..그, 그게.",…あ、その。
,,,
,,,
<!MissingKey:4073:そりゃあ、今まで、経験してきたからな。>,そりゃあ、今まで、経験してきたからな。,그야 지금까지 겪어 왔으니까.,そりゃあ、今まで、経験してきたからな。
<!MissingKey:4074:ううん…？キヒヒ。うっ…ううん…いや、外は、ダメだ。中に、いっぱい、イっちまえ。>,ううん…？キヒヒ。うっ…ううん…いや、外は、ダメだ。中に、いっぱい、イっちまえ。,"으응..? 키히히. 읏..으응.. 아니, 밖에는 안 돼. 안에 가득 싸버려.",ううん…？キヒヒ。うっ…ううん…いや、外は、ダメだ。中に、いっぱい、イっちまえ。
<!MissingKey:4075:きゃん…きゅん…>,きゃん…きゅん…,끼잉.. 낑..,きゃん…きゅん…
<!MissingKey:4076:あなたのように、異変をうまくは見つけられませんが…>,あなたのように、異変をうまくは見つけられませんが…,당신처럼 이변을 잘 찾진 못하지만..,あなたのように、異変をうまくは見つけられませんが…
<!MissingKey:4077:そう言って、ためらうことなく、引きボタンを、押す。その結果…>,そう言って、ためらうことなく、引きボタンを、押す。その結果…,그렇게 말하곤 망설임 없이 뽑기 버튼을 누른다. 그 결과..,そう言って、ためらうことなく、引きボタンを、押す。その結果…
,,,
<!MissingKey:4079:はううん？！>,はううん？！,하으응?!,はううん？！
<!MissingKey:4080:勝てなくても…本能のままに、もがくのです。>,勝てなくても…本能のままに、もがくのです。,이길 수는 없어도.. 본능대로 발버둥치는 거에요.,勝てなくても…本能のままに、もがくのです。
,,,
,,,
<!MissingKey:4083:おかしい…>,おかしい…,이상해..,おかしい…
<!MissingKey:4084:電車のことなら、誰よりもよく知っていたじゃないか？>,電車のことなら、誰よりもよく知っていたじゃないか？,전차에 대해선 누구보다 잘 알고 있었잖아?,電車のことなら、誰よりもよく知っていたじゃないか？
<!MissingKey:4085:ということは…>,ということは…,그렇다는 건..,ということは…
<!MissingKey:4086:（ピリリリ～ン、ピリリリ～ン）>,（ピリリリ～ン、ピリリリ～ン）,(띠리링~ 띠리링~),（ピリリリ～ン、ピリリリ～ン）
,,,
<!MissingKey:4088:もう一つの選択肢…この時のためだったのか？>,もう一つの選択肢…この時のためだったのか？,다른 하나의 선택지.. 이 때를 위한 건가?,もう一つの選択肢…この時のためだったのか？
<!MissingKey:4089:あ、ありがとうございます！コニアル様…！これからは、命を懸けて…>,あ、ありがとうございます！コニアル様…！これからは、命を懸けて…,가.. 감사합니다! 코니알 님.. 앞으로 목숨을 다해..,あ、ありがとうございます！コニアル様…！これからは、命を懸けて…
,,,
<!MissingKey:4091:だ、黙れ！…私は、あの時とは違う…神だぞ…お前のような、悪魔ごとき…>,だ、黙れ！…私は、あの時とは違う…神だぞ…お前のような、悪魔ごとき…,다.. 닥쳐! ..난 그때와 달라.. 신이라고.. 너같은 악마 따위..,だ、黙れ！…私は、あの時とは違う…神だぞ…お前のような、悪魔ごとき…
<!MissingKey:4092:あのポスターに、書いてあった通りなら…>,あのポスターに、書いてあった通りなら…,그 포스터에 적힌 대로면..,あのポスターに、書いてあった通りなら…
<!MissingKey:4093:…そ、それは、一体。>,…そ、それは、一体。,"...그, 그게 무슨.",…そ、それは、一体。
,,,
<!MissingKey:4095:何であれ、後悔なく、行こう。>,何であれ、後悔なく、行こう。,뭐든 후회 없이 가도록 하자.,何であれ、後悔なく、行こう。
,,,
<!MissingKey:4097:何よりも、この電車に、他の生命体が、乗っているかもしれないってことだけど…機会があれば、確認できたら、いいな。>,何よりも、この電車に、他の生命体が、乗っているかもしれないってことだけど…機会があれば、確認できたら、いいな。,무엇보다 이 전차에 다른 생명체가 타 있을수도 있다는 얘긴데.. 기회가 된다면 확인해 볼 수 있으면 좋겠어.,何よりも、この電車に、他の生命体が、乗っているかもしれないってことだけど…機会があれば、確認できたら、いいな。
,,,
<!MissingKey:4099:脱出するためには、仕方ない。>,脱出するためには、仕方ない。,탈출하기 위해선 어쩔 수 없지.,脱出するためには、仕方ない。
<!MissingKey:4100:あたしと怜奈の二人で、今までどれだけ苦労したか、分かってんの！本当に…ううっ…>,あたしと怜奈の二人で、今までどれだけ苦労したか、分かってんの！本当に…ううっ…,나하고 레이나 둘이서 그동안 얼마나 고생했는 줄 알아! 정말.. 으흑흑..,あたしと怜奈の二人で、今までどれだけ苦労したか、分かってんの！本当に…ううっ…
<!MissingKey:4101:…うう…>,…うう…,..으으..,…うう…
<!MissingKey:4102:ひとまずは、もっと前の物を見てみよう。>,ひとまずは、もっと前の物を見てみよう。,일단은 더 앞쪽의 물건을 살펴보자.,ひとまずは、もっと前の物を見てみよう。
<!MissingKey:4103:これは…不在着信のアラーム音でしょうか？まだ鳴り続けていますね…>,これは…不在着信のアラーム音でしょうか？まだ鳴り続けていますね…,이건.. 부재중 알람음 맞나요? 아직도 계속해서 울리는 중이에요..,これは…不在着信のアラーム音でしょうか？まだ鳴り続けていますね…
<!MissingKey:4104:何か、熱くて、硬いものが、当たっていますが…>,何か、熱くて、硬いものが、当たっていますが…,뭔가 뜨겁고 단단한 게 닿고 있는데..,何か、熱くて、硬いものが、当たっていますが…
<!MissingKey:4105:コニアルとパズズ…二人の間が、すごく複雑なのは、確かだな…>,コニアルとパズズ…二人の間が、すごく複雑なのは、確かだな…,코니알과 파주주.. 둘 사이가 엄청 복잡한 건 확실하네..,コニアルとパズズ…二人の間が、すごく複雑なのは、確かだな…
<!MissingKey:4106:きょ、気をつけてください！…きゃあっ！>,きょ、気をつけてください！…きゃあっ！,조.. 조심하세요! ..꺄앗!,きょ、気をつけてください！…きゃあっ！
<!MissingKey:4107:なんだか、昔の匂いもするし…見慣れない物が多いな…わ！これ、あたしが子供の頃に遊んでたゲーム機と同じ機種じゃん？>,なんだか、昔の匂いもするし…見慣れない物が多いな…わ！これ、あたしが子供の頃に遊んでたゲーム機と同じ機種じゃん？,뭔가 옛날 냄새도 나고.. 낯선 물건이 많은데.. 와! 이건 나 어렸을 때 가지고 놀던 게임기랑 같은 기종이네?,なんだか、昔の匂いもするし…見慣れない物が多いな…わ！これ、あたしが子供の頃に遊んでたゲーム機と同じ機種じゃん？
<!MissingKey:4108:はぁ…はぁ…本当は、少しだけ、許すつもりだったのに…>,はぁ…はぁ…本当は、少しだけ、許すつもりだったのに…,하아.. 하아.. 원래는 조금만 허락하려 했는데..,はぁ…はぁ…本当は、少しだけ、許すつもりだったのに…
<!MissingKey:4109:もし、イきたくなったら、いつでも。たくさん、射精して。妊娠しないから…>,もし、イきたくなったら、いつでも。たくさん、射精して。妊娠しないから…,만약 싸 버리고 싶으면 언제든. 잔뜩 사정해. 임신하지 않으니까..,もし、イきたくなったら、いつでも。たくさん、射精して。妊娠しないから…
<!MissingKey:4110:主語を、省略しないでください。その、マッサージを、して差し上げていたんです。>,主語を、省略しないでください。その、マッサージを、して差し上げていたんです。,"주어를 생략하지 말아 주세요. 그게, 마사지를 해 드리고 있었거든요.",主語を、省略しないでください。その、マッサージを、して差し上げていたんです。
<!MissingKey:4111:パズズ…あいつが…>,パズズ…あいつが…,파주주.. 그 녀석이..,パズズ…あいつが…
<!MissingKey:4112:なあなあ。この品物以外に、他の種類はないの？>,なあなあ。この品物以外に、他の種類はないの？,있잖아. 이 물건들 외에 다른 종류는 없어?,なあなあ。この品物以外に、他の種類はないの？
<!MissingKey:4113:あなたの前なら…もう、恥ずしくありません。>,あなたの前なら…もう、恥ずしくありません。,당신 앞이라면.. 더는 부끄럽지 않아요.,あなたの前なら…もう、恥ずしくありません。
<!MissingKey:4114:特に、串焼きが好きです。ハイボールとの相性が、とても良いので…>,特に、串焼きが好きです。ハイボールとの相性が、とても良いので…,특히 꼬치류를 좋아해요. 하이볼과의 궁합이 매우 좋기에..,特に、串焼きが好きです。ハイボールとの相性が、とても良いので…
,,,
<!MissingKey:4116:カチ…カチカチ…>,カチ…カチカチ…,톡..토톡..,カチ…カチカチ…
,,,
<!MissingKey:4118:こ、こんなのは…大丈夫なのでしょうか…>,こ、こんなのは…大丈夫なのでしょうか…,이..이런 건.. 괜찮은 건지..,こ、こんなのは…大丈夫なのでしょうか…
<!MissingKey:4119:でも…こういう時は、一度、合わせて差し上げるのも、悪くないかもしれませんね。>,でも…こういう時は、一度、合わせて差し上げるのも、悪くないかもしれませんね。,그래도.. 이럴땐 한번 맞춰 드리는 것도 나쁘지 않겠네요.,でも…こういう時は、一度、合わせて差し上げるのも、悪くないかもしれませんね。
<!MissingKey:4120:あ、そうだ！それとも、あたしが、おんぶしてやろうか？ほら、遠慮しないで。>,あ、そうだ！それとも、あたしが、おんぶしてやろうか？ほら、遠慮しないで。,"아, 그래! 아니면 내가 업어 줄까? 자, 사양하지 말고.",あ、そうだ！それとも、あたしが、おんぶしてやろうか？ほら、遠慮しないで。
<!MissingKey:4121:特に、こんな巨乳は！>,特に、こんな巨乳は！,특히 이런 거유는!,特に、こんな巨乳は！
<!MissingKey:4122:もう少し、素早く近づけば、可能だと思います。>,もう少し、素早く近づけば、可能だと思います。,좀 더 빠르게 다가간다면 가능할 거 같아요.,もう少し、素早く近づけば、可能だと思います。
<!MissingKey:4123:よ、いいお母さんになる、なんて。>,よ、いいお母さんになる、なんて。,"조, 좋은 엄마가 될 거라니.",よ、いいお母さんになる、なんて。
<!MissingKey:4124:今までに、経験したことのない刺激に、いつもより、多くの量が、出たにもかかわらず、舞は、文句も言わず、ずっと、俺のちんぽを、受け入れてくれる。>,今までに、経験したことのない刺激に、いつもより、多くの量が、出たにもかかわらず、舞は、文句も言わず、ずっと、俺のちんぽを、受け入れてくれる。,지금껏 경험해보지 못한 자극에 평소보다 많은 양이 나왔는데도 마이는 불평하지 않고 계속해서 내 자지를 받아준다.,今までに、経験したことのない刺激に、いつもより、多くの量が、出たにもかかわらず、舞は、文句も言わず、ずっと、俺のちんぽを、受け入れてくれる。
,,,
<!MissingKey:4126:…遺失物？>,…遺失物？,..분실물?,…遺失物？
,,,
<!MissingKey:4128:電車に乗った時の揺れと同じ？！>,電車に乗った時の揺れと同じ？！,전차에 탑승했을때 흔들리던 거랑 같아?!,電車に乗った時の揺れと同じ？！
<!MissingKey:4129:...…？？>,...…？？,... ..??,...…？？
<!MissingKey:4130:そっか。うーん…あたしも、やっぱり、イメージチェンジしてみようかな？>,そっか。うーん…あたしも、やっぱり、イメージチェンジしてみようかな？,그렇구나. 으음.. 나도 역시 이미지를 좀 바꿔봐야 하나?,そっか。うーん…あたしも、やっぱり、イメージチェンジしてみようかな？
<!MissingKey:4131:暴走する、45番電車の、目的のない搾取が、始まるかもしれない。>,暴走する、45番電車の、目的のない搾取が、始まるかもしれない。,폭주하는 45번 전차의 목적 없는 착취가 시작될지도 몰라.,暴走する、45番電車の、目的のない搾取が、始まるかもしれない。
<!MissingKey:4132:今みたいに、私がいる車両を探してください！皆さんがいらっしゃるまで、な、何度でもぶら下がっていますから！>,今みたいに、私がいる車両を探してください！皆さんがいらっしゃるまで、な、何度でもぶら下がっていますから！,지금처럼 제가 있는 칸을 찾아 주세요! 여러분들이 오실 때까지 며..몇 번이든 매달려 있을게요!,今みたいに、私がいる車両を探してください！皆さんがいらっしゃるまで、な、何度でもぶら下がっていますから！
<!MissingKey:4133:二度と戻ってこようという気が起きないように、壊してやりな。>,二度と戻ってこようという気が起きないように、壊してやりな。,다시는 돌아올 마음이 안 들게 망가트리렴.,二度と戻ってこようという気が起きないように、壊してやりな。
<!MissingKey:4134:その…悪くは、ないみたいです。>,その…悪くは、ないみたいです。,그게.. 나쁘진 않은 거 같아요.,その…悪くは、ないみたいです。
<!MissingKey:4135:う、うぐっ！ああん…>,う、うぐっ！ああん…,으.. 으읏! 아앙..,う、うぐっ！ああん…
,,,
,,,
<!MissingKey:4138:<見つけましたね、では、次の車両へ、移りましょう。/そんなところに、あったのですね…気づきませんでした。/今のところは、順調なようですね。早く、行きましょう。>>,<見つけましたね、では、次の車両へ、移りましょう。/そんなところに、あったのですね…気づきませんでした。/今のところは、順調なようですね。早く、行きましょう。>,"<찾아냈군요, 그럼 다음 칸으로 넘어가죠./그런 곳에 있었군요.. 알아채지 못했어요./아직까진 순조로운 거 같네요. 어서 가시죠.>",<見つけましたね、では、次の車両へ、移りましょう。/そんなところに、あったのですね…気づきませんでした。/今のところは、順調なようですね。早く、行きましょう。>
<!MissingKey:4139:いくらなんでも、それは…>,いくらなんでも、それは…,아무리 그래도 그건..,いくらなんでも、それは…
<!MissingKey:4140:え？放送、ちゃんと、聞いてなかったのか？ずっと、言ってたじゃないか。次の駅は、ないと。>,え？放送、ちゃんと、聞いてなかったのか？ずっと、言ってたじゃないか。次の駅は、ないと。,뭐? 방송 제대로 안 듣는 거야? 계속 말했잖아. 다음 역은 없다고.,え？放送、ちゃんと、聞いてなかったのか？ずっと、言ってたじゃないか。次の駅は、ないと。
,,,
,,,
,,,
<!MissingKey:4144:...>,...,...,...
<!MissingKey:4145:もっと、時間が必要だったんだ。>,もっと、時間が必要だったんだ。,더 많은 시간이 필요했어.,もっと、時間が必要だったんだ。
<!MissingKey:4146:そうして、しばらく、舞の大きな胸を揉みながら、時間を過ごした。>,そうして、しばらく、舞の大きな胸を揉みながら、時間を過ごした。,그렇게 한동안 마이의 큰 가슴을 주무르며 시간을 보냈다.,そうして、しばらく、舞の大きな胸を揉みながら、時間を過ごした。
<!MissingKey:4147:むかつくだけだ。必死に、隠れて、生きてきたんだ。なのに、結局、家を、滅ぼした奴に、命まで、奪われるなんて。本当に、むかつく。>,むかつくだけだ。必死に、隠れて、生きてきたんだ。なのに、結局、家を、滅ぼした奴に、命まで、奪われるなんて。本当に、むかつく。,짜증날 뿐이지. 악착같이 숨어 지내면서 살아왔거든. 그런데 결국 가문을 무너트린 녀석에게 목숨마저 잃게 된다니. 정말 짜증나.,むかつくだけだ。必死に、隠れて、生きてきたんだ。なのに、結局、家を、滅ぼした奴に、命まで、奪われるなんて。本当に、むかつく。
<!MissingKey:4148:因果を、元に戻す方法を、教えてくれ。>,因果を、元に戻す方法を、教えてくれ。,인과를 되돌릴 방법을 알려 줘.,因果を、元に戻す方法を、教えてくれ。
<!MissingKey:4149:え？嫌です！どうやって、ここまで一緒に来たのに…>,え？嫌です！どうやって、ここまで一緒に来たのに…,네? 싫어요! 어떻게 여기까지 함께 했는데..,え？嫌です！どうやって、ここまで一緒に来たのに…
<!MissingKey:4150:ん？きゃあっ！>,ん？きゃあっ！,응? 꺄악!,ん？きゃあっ！
,,,
<!MissingKey:4152:はい…私は、気にしないで…うっ！はあっ…あ！>,はい…私は、気にしないで…うっ！はあっ…あ！,네.. 저는 신경쓰지 말고..옷! 하앗... 아!,はい…私は、気にしないで…うっ！はあっ…あ！
<!MissingKey:4153:は…でも、確かに、誰でもできる体勢じゃないな…かなり、柔軟性が必要そうだ。>,は…でも、確かに、誰でもできる体勢じゃないな…かなり、柔軟性が必要そうだ。,하.. 하지만 확실히 아무나 할수 있는 자세는 아니구나.. 꽤나 유연성이 필요하겠어.,は…でも、確かに、誰でもできる体勢じゃないな…かなり、柔軟性が必要そうだ。
,,,
<!MissingKey:4155:面白そうだ。>,面白そうだ。,재밌을 거 같아.,面白そうだ。
<!MissingKey:4156:キーボードは、特に、ひどいんだから？どうやって、十本の指で、文字が打てるのか、本当に、不思議だよ。>,キーボードは、特に、ひどいんだから？どうやって、十本の指で、文字が打てるのか、本当に、不思議だよ。,키보드는 특히 더하다니까? 어떻게 열손가락으로 글을 쓸 수 있는지 정말 신기해.,キーボードは、特に、ひどいんだから？どうやって、十本の指で、文字が打てるのか、本当に、不思議だよ。
<!MissingKey:4157:あなたは、思ったより、動揺していませんね。そ、その状況でも…>,あなたは、思ったより、動揺していませんね。そ、その状況でも…,당신은 생각보다 동요하지 않네요. 그.. 그런 상황에서도..,あなたは、思ったより、動揺していませんね。そ、その状況でも…
<!MissingKey:4158:会えて、嬉しいよ、怜奈。>,会えて、嬉しいよ、怜奈。,"만나서 반가워, 레이나.",会えて、嬉しいよ、怜奈。
<!MissingKey:4159:…そうだな、それくらいの因果なら。>,…そうだな、それくらいの因果なら。,"...그러네, 그 정도의 인과라면.",…そうだな、それくらいの因果なら。
<!MissingKey:4160:あなたの…ちんぽが、触れた時から、ものすごく、流れ出ていました…>,あなたの…ちんぽが、触れた時から、ものすごく、流れ出ていました…,당신의.. 자지가 닿을 때부터 엄청나게 흘러 나오고 있었어요..,あなたの…ちんぽが、触れた時から、ものすごく、流れ出ていました…
,,,
<!MissingKey:4162:どうせ廃棄する品物なら、安く売ってくれてもいいじゃん。>,どうせ廃棄する品物なら、安く売ってくれてもいいじゃん。,어차피 폐기해야 하는 물품이면 헐값에 넘겨도 되잖아.,どうせ廃棄する品物なら、安く売ってくれてもいいじゃん。
<!MissingKey:4163:でも…こんな巨乳を、脳に、刻み込むことができたんだから、いいか…家に帰るまで、忘れるな…>,でも…こんな巨乳を、脳に、刻み込むことができたんだから、いいか…家に帰るまで、忘れるな…,그래도.. 이런 거유를 뇌에 각인시킬 수 있었으니까 됐나.. 집에 돌아갈 때까지 잊지 말...,でも…こんな巨乳を、脳に、刻み込むことができたんだから、いいか…家に帰るまで、忘れるな…
<!MissingKey:4164:その…私たち、同じ電車に、よく乗りますよね？>,その…私たち、同じ電車に、よく乗りますよね？,"그게.. 저희, 같은 전차를 자주 타죠?",その…私たち、同じ電車に、よく乗りますよね？
<!MissingKey:4165:早くこの電車から出なくちゃな。>,早くこの電車から出なくちゃな。,어서 이 전차에서 나가야겠어.,早くこの電車から出なくちゃな。
<!MissingKey:4166:あふっ…うん…>,あふっ…うん…,아흣.. ..으응..,あふっ…うん…
<!MissingKey:4167:俺、コニアルは、いつでも、乗客の楽しさを、追求するからな！さあ、それじゃあ、始めてみるか？よく、見ながら、左へ、戻れ！>,俺、コニアルは、いつでも、乗客の楽しさを、追求するからな！さあ、それじゃあ、始めてみるか？よく、見ながら、左へ、戻れ！,"나 코니알은 언제나 승객의 즐거움을 추구하니까! 자, 그럼 시작해 볼까? 잘 살펴보면서 왼쪽으로 돌아가!",俺、コニアルは、いつでも、乗客の楽しさを、追求するからな！さあ、それじゃあ、始めてみるか？よく、見ながら、左へ、戻れ！
<!MissingKey:4168:夢でも見てるんじゃないよな？本当に、目の前に…>,夢でも見てるんじゃないよな？本当に、目の前に…,꿈을 꾸는 거 아니겠지? 정말 내 눈앞에..,夢でも見てるんじゃないよな？本当に、目の前に…
<!MissingKey:4169:こうして…横向きに、腰掛けて座れば…>,こうして…横向きに、腰掛けて座れば…,이렇게.. 옆으로 걸쳐 앉으면..,こうして…横向きに、腰掛けて座れば…
<!MissingKey:4170:面倒なことに、もう一度火を起こさなければならないじゃないか？>,面倒なことに、もう一度火を起こさなければならないじゃないか？,번거롭게 한번 더 불을 피워야 하잖아?,面倒なことに、もう一度火を起こさなければならないじゃないか？
,,,
<!MissingKey:4172:それとも…今からでも、そうしてしまいましょうか？>,それとも…今からでも、そうしてしまいましょうか？,아니면.. 이제부터라도 그렇게 만들어 버릴까요?,それとも…今からでも、そうしてしまいましょうか？
,,,
<!MissingKey:4174:そうですね。私たちがまだ見つけていない終着点の一つにいる可能性が高いです。ですが、終着点に到着するには、適切な路線を配置しなければ…>,そうですね。私たちがまだ見つけていない終着点の一つにいる可能性が高いです。ですが、終着点に到着するには、適切な路線を配置しなければ…,그러네요. 저희가 찾지 못한 종착점 중 한 곳에 있을 가능성이 커요. 하지만 종착점에 도착하려면 알맞은 노선을 배치해야 하는데..,そうですね。私たちがまだ見つけていない終着点の一つにいる可能性が高いです。ですが、終着点に到着するには、適切な路線を配置しなければ…
<!MissingKey:4175:次って…ふぐっ…！>,次って…ふぐっ…！,다음이라니.. 흐읍..!,次って…ふぐっ…！
<!MissingKey:4176:恥を忍んで、パンツを見せてくれた怜奈のために、目玉がある椅子の下へと向かう。>,恥を忍んで、パンツを見せてくれた怜奈のために、目玉がある椅子の下へと向かう。,부끄러움을 무릅쓰고 팬티를 내보인 레이나를 위해서 눈알이 있는 의자 밑으로 향한다.,恥を忍んで、パンツを見せてくれた怜奈のために、目玉がある椅子の下へと向かう。
,,,
,,,
,,,
,,,
,,,
<!MissingKey:4182:反射的に、戸惑う。>,反射的に、戸惑う。,반사적으로 당황한다.,反射的に、戸惑う。
<!MissingKey:4183:じゃあ、この音は何…？壊れてるのかな？>,じゃあ、この音は何…？壊れてるのかな？,그럼 이 소리는 뭐지.. 고장난 건가?,じゃあ、この音は何…？壊れてるのかな？
<!MissingKey:4184:これは…私が、気持ちよくなるためとか、性欲を、解消するためでは、ありません…ちゅうっ…はぁ…>,これは…私が、気持ちよくなるためとか、性欲を、解消するためでは、ありません…ちゅうっ…はぁ…,"이건.. 제가 기분 좋아지기 위한다거나, 성욕을 해소하기 위한 게 아니에요.. 츄읍.. 하아..",これは…私が、気持ちよくなるためとか、性欲を、解消するためでは、ありません…ちゅうっ…はぁ…
<!MissingKey:4185:舞は、俺を、試すように、全身に流れる、白い液体に、もはや、手を触れず、意地悪な笑みを浮かべて、俺の反応を、見ているだけだ。>,舞は、俺を、試すように、全身に流れる、白い液体に、もはや、手を触れず、意地悪な笑みを浮かべて、俺の反応を、見ているだけだ。,마이는 나를 테스트하듯 온 몸에 흐르는 흰 액체를 더 이상 손대지 않은 채 짓궂은 미소를 지으며 나의 반응을 바라보고만 있다.,舞は、俺を、試すように、全身に流れる、白い液体に、もはや、手を触れず、意地悪な笑みを浮かべて、俺の反応を、見ているだけだ。
,,,
<!MissingKey:4187:君が執事だったのか。>,君が執事だったのか。,네가 집사였구나.,君が執事だったのか。
<!MissingKey:4188:20個か…今まで、どれくらい見つけたっけ？>,20個か…今まで、どれくらい見つけたっけ？,20개라.. 지금까지 얼마나 찾아냈지?,20個か…今まで、どれくらい見つけたっけ？
<!MissingKey:4189:母乳…ですか？>,母乳…ですか？,모유.. 인가요?,母乳…ですか？
<!MissingKey:4190:まあ、おかげで、お前たちが、もっと、苦労しないといけないだろうが…>,まあ、おかげで、お前たちが、もっと、苦労しないといけないだろうが…,"뭐, 덕분에 너희들이 더 고생해 줘야겠지만..",まあ、おかげで、お前たちが、もっと、苦労しないといけないだろうが…
<!MissingKey:4191:慰める必要ないよ…あたしは…>,慰める必要ないよ…あたしは…,위로해 줄 필요 없어.. 나는..,慰める必要ないよ…あたしは…
<!MissingKey:4192:じゃあ、行ってくる。>,じゃあ、行ってくる。,그럼 다녀올게.,じゃあ、行ってくる。
<!MissingKey:4193:…なんか、ですって？…>,…なんか、ですって？…,..따위?..,…なんか、ですって？…
<!MissingKey:4194:少し…後ろを、向いていてください。>,少し…後ろを、向いていてください。,잠시.. 뒤 돌아 주세요.,少し…後ろを、向いていてください。
<!MissingKey:4195:うん、その通りだ。よし！早く、こっち来いよ～、あたしの柔らかさ、はっきりと、見せてやるからな。>,うん、その通りだ。よし！早く、こっち来いよ～、あたしの柔らかさ、はっきりと、見せてやるからな。,"응, 맞는 말이야. 좋아! 어서 이리 오라고~ 내 유연함 똑똑히 보여 줄 테니까.",うん、その通りだ。よし！早く、こっち来いよ～、あたしの柔らかさ、はっきりと、見せてやるからな。
<!MissingKey:4196:不思議ですね…ものすごく、楽な感じ…>,不思議ですね…ものすごく、楽な感じ…,신기하네요.. 엄청 편한 느낌..,不思議ですね…ものすごく、楽な感じ…
<!MissingKey:4197:たぶん、その理由で、非常ボタンを、設置しておいたんじゃ…>,たぶん、その理由で、非常ボタンを、設置しておいたんじゃ…,아마 그 이유로 비상 버튼을 설치해둔 건..,たぶん、その理由で、非常ボタンを、設置しておいたんじゃ…
<!MissingKey:4198:早く、確認してみよう。>,早く、確認してみよう。,어서 확인해보자.,早く、確認してみよう。
<!MissingKey:4199:三つ数えたら、あたしを、ぎゅーっと抱きしめるんだ！その力で、一気に捕まえるんだよ！>,三つ数えたら、あたしを、ぎゅーっと抱きしめるんだ！その力で、一気に捕まえるんだよ！,셋 하면 날 꽈악 안아주는 거야! 그 힘으로 순식간에 잡는 거지!,三つ数えたら、あたしを、ぎゅーっと抱きしめるんだ！その力で、一気に捕まえるんだよ！
<!MissingKey:4200:本当に…結局、こうなるんだ。どうしようもないな…はうっ。>,本当に…結局、こうなるんだ。どうしようもないな…はうっ。,정말.. 결국 이렇게 되네. 못 말린다니까.. 하읏.,本当に…結局、こうなるんだ。どうしようもないな…はうっ。
<!MissingKey:4201:今の選択肢は…ただ、一つ…>,今の選択肢は…ただ、一つ…,지금의 선택지는.. 단 한가지..,今の選択肢は…ただ、一つ…
<!MissingKey:4202:もちろん、普通の人間なら、難しいかもしれません…ですが、あなたなら…あなたのちんぽなら、違います…>,もちろん、普通の人間なら、難しいかもしれません…ですが、あなたなら…あなたのちんぽなら、違います…,물론 평범한 인간이라면 힘들지 몰라요.. 하지만 당신이라면.. 당신의 자지라면 달라요..,もちろん、普通の人間なら、難しいかもしれません…ですが、あなたなら…あなたのちんぽなら、違います…
<!MissingKey:4203:では、また別の終着点があるということですか？>,では、また別の終着点があるということですか？,그럼 또 다른 종착점이 있다는 건가요?,では、また別の終着点があるということですか？
<!MissingKey:4204:言わば、そうだな。ブレーキも、いつの間にか、消えちまった。>,言わば、そうだな。ブレーキも、いつの間にか、消えちまった。,말하자면 그렇지. 브레이크도 어느샌가 사라져 버렸어.,言わば、そうだな。ブレーキも、いつの間にか、消えちまった。
<!MissingKey:4205:..いつも、予想とは違うものをたくさん見てる気がする。>,..いつも、予想とは違うものをたくさん見てる気がする。,..항상 예상과는 다른 물건들을 많이 보는 거 같아.,..いつも、予想とは違うものをたくさん見てる気がする。
<!MissingKey:4206:電車のインターネットは、速度も速いんだ。ほら、見てみな。ちゃんと、繋がってるだろ？>,電車のインターネットは、速度も速いんだ。ほら、見てみな。ちゃんと、繋がってるだろ？,전철 인터넷은 속도도 빨라. 이것 봐. 잘 터지지?,電車のインターネットは、速度も速いんだ。ほら、見てみな。ちゃんと、繋がってるだろ？
